"workerid","qnumber","qtype","condition","item","response","lower","upper"
"24",2,"bins","posterior","sweater",0.19,198,"201"
"24",2,"bins","posterior","sweater",0.18,201,"204"
"24",2,"bins","posterior","sweater",0,204,"207"
"24",2,"bins","posterior","sweater",0.5,207,"210"
"24",2,"bins","posterior","sweater",0.26,210,"213"
"24",2,"bins","posterior","sweater",0.24,213,"216"
"24",2,"bins","posterior","sweater",0.05,216,"219"
"24",2,"bins","posterior","sweater",0.14,219,"222"
"24",2,"bins","posterior","sweater",0.1,222,"225"
"24",2,"bins","posterior","sweater",0.07,225,"228"
"24",2,"bins","posterior","sweater",0,228,"231"
"24",2,"bins","posterior","sweater",0.28,231,"234"
"24",2,"bins","posterior","sweater",0.24,234,"237"
"24",2,"bins","posterior","sweater",0.25,237,"infty"
"25",2,"bins","posterior","laptop",0.01,0,"50"
"25",2,"bins","posterior","laptop",0,50,"100"
"25",2,"bins","posterior","laptop",0.02,100,"150"
"25",2,"bins","posterior","laptop",0.02,150,"200"
"25",2,"bins","posterior","laptop",0.01,200,"250"
"25",2,"bins","posterior","laptop",0.1,250,"300"
"25",2,"bins","posterior","laptop",0.14,300,"350"
"25",2,"bins","posterior","laptop",0.19,350,"400"
"25",2,"bins","posterior","laptop",0.27,400,"450"
"25",2,"bins","posterior","laptop",0.33,450,"500"
"25",2,"bins","posterior","laptop",0.39,500,"550"
"25",2,"bins","posterior","laptop",0.47,550,"600"
"25",2,"bins","posterior","laptop",0.5,600,"650"
"25",2,"bins","posterior","laptop",0.57,650,"700"
"25",2,"bins","posterior","laptop",0.65,700,"750"
"25",2,"bins","posterior","laptop",0.78,750,"800"
"25",2,"bins","posterior","laptop",0.86,800,"850"
"25",2,"bins","posterior","laptop",0.92,850,"900"
"25",2,"bins","posterior","laptop",0.99,900,"950"
"25",2,"bins","posterior","laptop",0.98,950,"1000"
"25",2,"bins","posterior","laptop",0.93,1000,"1050"
"25",2,"bins","posterior","laptop",0.83,1050,"1100"
"25",2,"bins","posterior","laptop",0.75,1100,"1150"
"25",2,"bins","posterior","laptop",0.69,1150,"1200"
"25",2,"bins","posterior","laptop",0.64,1200,"1250"
"25",2,"bins","posterior","laptop",0.62,1250,"1300"
"25",2,"bins","posterior","laptop",0.59,1300,"1350"
"25",2,"bins","posterior","laptop",0.52,1350,"1400"
"25",2,"bins","posterior","laptop",0.42,1400,"1450"
"25",2,"bins","posterior","laptop",0.34,1450,"1500"
"25",2,"bins","posterior","laptop",0.21,1500,"1550"
"25",2,"bins","posterior","laptop",0.16,1550,"1600"
"25",2,"bins","posterior","laptop",0.12,1600,"1650"
"25",2,"bins","posterior","laptop",0.1,1650,"1700"
"25",2,"bins","posterior","laptop",0.06,1700,"1750"
"25",2,"bins","posterior","laptop",0.02,1750,"1800"
"25",2,"bins","posterior","laptop",0.01,1800,"1850"
"25",2,"bins","posterior","laptop",0.01,1850,"1900"
"25",2,"bins","posterior","laptop",0.01,1900,"1950"
"25",2,"bins","posterior","laptop",0.03,1950,"2000"
"25",2,"bins","posterior","laptop",0.02,2000,"2050"
"25",2,"bins","posterior","laptop",0.01,2050,"2100"
"25",2,"bins","posterior","laptop",0.01,2100,"2150"
"25",2,"bins","posterior","laptop",0.01,2150,"2200"
"25",2,"bins","posterior","laptop",0.02,2200,"2250"
"25",2,"bins","posterior","laptop",0.02,2250,"2300"
"25",2,"bins","posterior","laptop",0.01,2300,"2350"
"25",2,"bins","posterior","laptop",0.01,2350,"2400"
"25",2,"bins","posterior","laptop",0.02,2400,"2450"
"25",2,"bins","posterior","laptop",0.01,2450,"infty"
"26",2,"bins","posterior","watch",0,0,"50"
"26",2,"bins","posterior","watch",0,50,"100"
"26",2,"bins","posterior","watch",0.2,100,"150"
"26",2,"bins","posterior","watch",0.2,150,"200"
"26",2,"bins","posterior","watch",0.5,200,"250"
"26",2,"bins","posterior","watch",0.76,250,"300"
"26",2,"bins","posterior","watch",0.95,300,"350"
"26",2,"bins","posterior","watch",0,350,"400"
"26",2,"bins","posterior","watch",0,400,"450"
"26",2,"bins","posterior","watch",0,450,"500"
"26",2,"bins","posterior","watch",0,500,"550"
"26",2,"bins","posterior","watch",0,550,"600"
"26",2,"bins","posterior","watch",0,600,"650"
"26",2,"bins","posterior","watch",0,650,"700"
"26",2,"bins","posterior","watch",0,700,"750"
"26",2,"bins","posterior","watch",0,750,"800"
"26",2,"bins","posterior","watch",0,800,"850"
"26",2,"bins","posterior","watch",0,850,"900"
"26",2,"bins","posterior","watch",0,900,"950"
"26",2,"bins","posterior","watch",0.03,950,"1000"
"26",2,"bins","posterior","watch",0,1000,"1050"
"26",2,"bins","posterior","watch",0.03,1050,"1100"
"26",2,"bins","posterior","watch",0.03,1100,"1150"
"26",2,"bins","posterior","watch",0.03,1150,"1200"
"26",2,"bins","posterior","watch",0.03,1200,"1250"
"26",2,"bins","posterior","watch",0.04,1250,"1300"
"26",2,"bins","posterior","watch",0.05,1300,"1350"
"26",2,"bins","posterior","watch",0.04,1350,"1400"
"26",2,"bins","posterior","watch",0.02,1400,"1450"
"26",2,"bins","posterior","watch",0.04,1450,"1500"
"26",2,"bins","posterior","watch",0.04,1500,"1550"
"26",2,"bins","posterior","watch",0.05,1550,"1600"
"26",2,"bins","posterior","watch",0.03,1600,"1650"
"26",2,"bins","posterior","watch",0.04,1650,"1700"
"26",2,"bins","posterior","watch",0.02,1700,"1750"
"26",2,"bins","posterior","watch",0.03,1750,"1800"
"26",2,"bins","posterior","watch",0.03,1800,"1850"
"26",2,"bins","posterior","watch",0.02,1850,"1900"
"26",2,"bins","posterior","watch",0.04,1900,"1950"
"26",2,"bins","posterior","watch",0.02,1950,"2000"
"26",2,"bins","posterior","watch",0.04,2000,"2050"
"26",2,"bins","posterior","watch",0.04,2050,"2100"
"26",2,"bins","posterior","watch",0.02,2100,"2150"
"26",2,"bins","posterior","watch",0.04,2150,"2200"
"26",2,"bins","posterior","watch",0.02,2200,"2250"
"26",2,"bins","posterior","watch",0.03,2250,"2300"
"26",2,"bins","posterior","watch",0.04,2300,"2350"
"26",2,"bins","posterior","watch",0.03,2350,"2400"
"26",2,"bins","posterior","watch",0.02,2400,"2450"
"26",2,"bins","posterior","watch",0.03,2450,"2500"
"26",2,"bins","posterior","watch",0.06,2500,"2550"
"26",2,"bins","posterior","watch",0.03,2550,"2600"
"26",2,"bins","posterior","watch",0.03,2600,"2650"
"26",2,"bins","posterior","watch",0.03,2650,"2700"
"26",2,"bins","posterior","watch",0.03,2700,"2750"
"26",2,"bins","posterior","watch",0.04,2750,"2800"
"26",2,"bins","posterior","watch",0.04,2800,"2850"
"26",2,"bins","posterior","watch",0.03,2850,"2900"
"26",2,"bins","posterior","watch",0.04,2900,"2950"
"26",2,"bins","posterior","watch",0.07,2950,"infty"
"27",2,"bins","posterior","watch",0,0,"50"
"27",2,"bins","posterior","watch",0,50,"100"
"27",2,"bins","posterior","watch",0,100,"150"
"27",2,"bins","posterior","watch",0.22,150,"200"
"27",2,"bins","posterior","watch",0.22,200,"250"
"27",2,"bins","posterior","watch",0.2,250,"300"
"27",2,"bins","posterior","watch",0.26,300,"350"
"27",2,"bins","posterior","watch",0.29,350,"400"
"27",2,"bins","posterior","watch",0.33,400,"450"
"27",2,"bins","posterior","watch",0.47,450,"500"
"27",2,"bins","posterior","watch",0.54,500,"550"
"27",2,"bins","posterior","watch",0.55,550,"600"
"27",2,"bins","posterior","watch",0.63,600,"650"
"27",2,"bins","posterior","watch",0.64,650,"700"
"27",2,"bins","posterior","watch",0.74,700,"750"
"27",2,"bins","posterior","watch",0.66,750,"800"
"27",2,"bins","posterior","watch",0.76,800,"850"
"27",2,"bins","posterior","watch",0.74,850,"900"
"27",2,"bins","posterior","watch",0.71,900,"950"
"27",2,"bins","posterior","watch",0.64,950,"1000"
"27",2,"bins","posterior","watch",0.36,1000,"1050"
"27",2,"bins","posterior","watch",0.33,1050,"1100"
"27",2,"bins","posterior","watch",0.33,1100,"1150"
"27",2,"bins","posterior","watch",0.34,1150,"1200"
"27",2,"bins","posterior","watch",0.36,1200,"1250"
"27",2,"bins","posterior","watch",0.28,1250,"1300"
"27",2,"bins","posterior","watch",0.33,1300,"1350"
"27",2,"bins","posterior","watch",0.39,1350,"1400"
"27",2,"bins","posterior","watch",0.27,1400,"1450"
"27",2,"bins","posterior","watch",0.3,1450,"1500"
"27",2,"bins","posterior","watch",0.19,1500,"1550"
"27",2,"bins","posterior","watch",0.21,1550,"1600"
"27",2,"bins","posterior","watch",0.22,1600,"1650"
"27",2,"bins","posterior","watch",0.17,1650,"1700"
"27",2,"bins","posterior","watch",0.21,1700,"1750"
"27",2,"bins","posterior","watch",0.13,1750,"1800"
"27",2,"bins","posterior","watch",0.14,1800,"1850"
"27",2,"bins","posterior","watch",0.15,1850,"1900"
"27",2,"bins","posterior","watch",0.14,1900,"1950"
"27",2,"bins","posterior","watch",0.1,1950,"2000"
"27",2,"bins","posterior","watch",0.3,2000,"2050"
"27",2,"bins","posterior","watch",0.23,2050,"2100"
"27",2,"bins","posterior","watch",0.12,2100,"2150"
"27",2,"bins","posterior","watch",0.22,2150,"2200"
"27",2,"bins","posterior","watch",0.2,2200,"2250"
"27",2,"bins","posterior","watch",0.19,2250,"2300"
"27",2,"bins","posterior","watch",0.17,2300,"2350"
"27",2,"bins","posterior","watch",0.19,2350,"2400"
"27",2,"bins","posterior","watch",0.21,2400,"2450"
"27",2,"bins","posterior","watch",0.19,2450,"2500"
"27",2,"bins","posterior","watch",0,2500,"2550"
"27",2,"bins","posterior","watch",0,2550,"2600"
"27",2,"bins","posterior","watch",0,2600,"2650"
"27",2,"bins","posterior","watch",0,2650,"2700"
"27",2,"bins","posterior","watch",0,2700,"2750"
"27",2,"bins","posterior","watch",0,2750,"2800"
"27",2,"bins","posterior","watch",0,2800,"2850"
"27",2,"bins","posterior","watch",0,2850,"2900"
"27",2,"bins","posterior","watch",0,2900,"2950"
"27",2,"bins","posterior","watch",0,2950,"infty"
"28",2,"bins","posterior","watch",0,0,"50"
"28",2,"bins","posterior","watch",0.01,50,"100"
"28",2,"bins","posterior","watch",0,100,"150"
"28",2,"bins","posterior","watch",0,150,"200"
"28",2,"bins","posterior","watch",0,200,"250"
"28",2,"bins","posterior","watch",0,250,"300"
"28",2,"bins","posterior","watch",0,300,"350"
"28",2,"bins","posterior","watch",0,350,"400"
"28",2,"bins","posterior","watch",0,400,"450"
"28",2,"bins","posterior","watch",0,450,"500"
"28",2,"bins","posterior","watch",0.24,500,"550"
"28",2,"bins","posterior","watch",0.25,550,"600"
"28",2,"bins","posterior","watch",0.39,600,"650"
"28",2,"bins","posterior","watch",0.38,650,"700"
"28",2,"bins","posterior","watch",0.39,700,"750"
"28",2,"bins","posterior","watch",0.4,750,"800"
"28",2,"bins","posterior","watch",0.5,800,"850"
"28",2,"bins","posterior","watch",0.53,850,"900"
"28",2,"bins","posterior","watch",0.6,900,"950"
"28",2,"bins","posterior","watch",0.63,950,"1000"
"28",2,"bins","posterior","watch",0.65,1000,"1050"
"28",2,"bins","posterior","watch",0.64,1050,"1100"
"28",2,"bins","posterior","watch",0.65,1100,"1150"
"28",2,"bins","posterior","watch",0.62,1150,"1200"
"28",2,"bins","posterior","watch",0.68,1200,"1250"
"28",2,"bins","posterior","watch",0.76,1250,"1300"
"28",2,"bins","posterior","watch",0.73,1300,"1350"
"28",2,"bins","posterior","watch",0.75,1350,"1400"
"28",2,"bins","posterior","watch",0.75,1400,"1450"
"28",2,"bins","posterior","watch",0.83,1450,"1500"
"28",2,"bins","posterior","watch",0.76,1500,"1550"
"28",2,"bins","posterior","watch",0.97,1550,"1600"
"28",2,"bins","posterior","watch",0.71,1600,"1650"
"28",2,"bins","posterior","watch",0.61,1650,"1700"
"28",2,"bins","posterior","watch",0.5,1700,"1750"
"28",2,"bins","posterior","watch",0.5,1750,"1800"
"28",2,"bins","posterior","watch",0.33,1800,"1850"
"28",2,"bins","posterior","watch",0.31,1850,"1900"
"28",2,"bins","posterior","watch",0.15,1900,"1950"
"28",2,"bins","posterior","watch",0.12,1950,"2000"
"28",2,"bins","posterior","watch",0.26,2000,"2050"
"28",2,"bins","posterior","watch",0.29,2050,"2100"
"28",2,"bins","posterior","watch",0.28,2100,"2150"
"28",2,"bins","posterior","watch",0.19,2150,"2200"
"28",2,"bins","posterior","watch",0.14,2200,"2250"
"28",2,"bins","posterior","watch",0.18,2250,"2300"
"28",2,"bins","posterior","watch",0.2,2300,"2350"
"28",2,"bins","posterior","watch",0.16,2350,"2400"
"28",2,"bins","posterior","watch",0.2,2400,"2450"
"28",2,"bins","posterior","watch",0.18,2450,"2500"
"28",2,"bins","posterior","watch",0.03,2500,"2550"
"28",2,"bins","posterior","watch",0.03,2550,"2600"
"28",2,"bins","posterior","watch",0.04,2600,"2650"
"28",2,"bins","posterior","watch",0.02,2650,"2700"
"28",2,"bins","posterior","watch",0.02,2700,"2750"
"28",2,"bins","posterior","watch",0.02,2750,"2800"
"28",2,"bins","posterior","watch",0.04,2800,"2850"
"28",2,"bins","posterior","watch",0.01,2850,"2900"
"28",2,"bins","posterior","watch",0.02,2900,"2950"
"28",2,"bins","posterior","watch",0.01,2950,"infty"
"29",2,"bins","posterior","headphones",0.37,0,"6"
"29",2,"bins","posterior","headphones",0.41,6,"12"
"29",2,"bins","posterior","headphones",0.5,12,"18"
"29",2,"bins","posterior","headphones",0.5,18,"24"
"29",2,"bins","posterior","headphones",0.5,24,"30"
"29",2,"bins","posterior","headphones",0.59,30,"36"
"29",2,"bins","posterior","headphones",0.58,36,"42"
"29",2,"bins","posterior","headphones",0.55,42,"48"
"29",2,"bins","posterior","headphones",0.5,48,"54"
"29",2,"bins","posterior","headphones",0.5,54,"60"
"29",2,"bins","posterior","headphones",0.64,60,"66"
"29",2,"bins","posterior","headphones",0.63,66,"72"
"29",2,"bins","posterior","headphones",0.6,72,"78"
"29",2,"bins","posterior","headphones",0.61,78,"84"
"29",2,"bins","posterior","headphones",0.5,84,"90"
"29",2,"bins","posterior","headphones",0.55,90,"96"
"29",2,"bins","posterior","headphones",0.61,96,"102"
"29",2,"bins","posterior","headphones",0.5,102,"108"
"29",2,"bins","posterior","headphones",0.5,108,"114"
"29",2,"bins","posterior","headphones",0.5,114,"120"
"29",2,"bins","posterior","headphones",0.5,120,"126"
"29",2,"bins","posterior","headphones",0.5,126,"132"
"29",2,"bins","posterior","headphones",0.5,132,"138"
"29",2,"bins","posterior","headphones",0.59,138,"144"
"29",2,"bins","posterior","headphones",0.62,144,"150"
"29",2,"bins","posterior","headphones",0.62,150,"156"
"29",2,"bins","posterior","headphones",0.67,156,"162"
"29",2,"bins","posterior","headphones",0.63,162,"168"
"29",2,"bins","posterior","headphones",0.57,168,"174"
"29",2,"bins","posterior","headphones",0.5,174,"180"
"29",2,"bins","posterior","headphones",0.64,180,"186"
"29",2,"bins","posterior","headphones",0.62,186,"192"
"29",2,"bins","posterior","headphones",0.61,192,"198"
"29",2,"bins","posterior","headphones",0.58,198,"204"
"29",2,"bins","posterior","headphones",0.59,204,"210"
"29",2,"bins","posterior","headphones",0.5,210,"216"
"29",2,"bins","posterior","headphones",0.5,216,"222"
"29",2,"bins","posterior","headphones",0.5,222,"228"
"29",2,"bins","posterior","headphones",0.5,228,"234"
"29",2,"bins","posterior","headphones",0.5,234,"240"
"29",2,"bins","posterior","headphones",0.74,240,"246"
"29",2,"bins","posterior","headphones",0.64,246,"252"
"29",2,"bins","posterior","headphones",0.64,252,"258"
"29",2,"bins","posterior","headphones",0.58,258,"264"
"29",2,"bins","posterior","headphones",0.5,264,"270"
"29",2,"bins","posterior","headphones",0.45,270,"276"
"29",2,"bins","posterior","headphones",0.5,276,"282"
"29",2,"bins","posterior","headphones",0.5,282,"288"
"29",2,"bins","posterior","headphones",0.58,288,"294"
"29",2,"bins","posterior","headphones",0.5,294,"300"
"29",2,"bins","posterior","headphones",0.5,300,"306"
"29",2,"bins","posterior","headphones",0.52,306,"312"
"29",2,"bins","posterior","headphones",0.61,312,"318"
"29",2,"bins","posterior","headphones",0.57,318,"324"
"29",2,"bins","posterior","headphones",0.5,324,"infty"
"30",2,"bins","posterior","headphones",0,0,"6"
"30",2,"bins","posterior","headphones",0,6,"12"
"30",2,"bins","posterior","headphones",0.02,12,"18"
"30",2,"bins","posterior","headphones",0.02,18,"24"
"30",2,"bins","posterior","headphones",0.02,24,"30"
"30",2,"bins","posterior","headphones",0.01,30,"36"
"30",2,"bins","posterior","headphones",0.03,36,"42"
"30",2,"bins","posterior","headphones",0.04,42,"48"
"30",2,"bins","posterior","headphones",0.03,48,"54"
"30",2,"bins","posterior","headphones",0.05,54,"60"
"30",2,"bins","posterior","headphones",0.22,60,"66"
"30",2,"bins","posterior","headphones",0.24,66,"72"
"30",2,"bins","posterior","headphones",0.23,72,"78"
"30",2,"bins","posterior","headphones",0.23,78,"84"
"30",2,"bins","posterior","headphones",0.21,84,"90"
"30",2,"bins","posterior","headphones",0.26,90,"96"
"30",2,"bins","posterior","headphones",0.25,96,"102"
"30",2,"bins","posterior","headphones",0.26,102,"108"
"30",2,"bins","posterior","headphones",0.26,108,"114"
"30",2,"bins","posterior","headphones",0.25,114,"120"
"30",2,"bins","posterior","headphones",0.5,120,"126"
"30",2,"bins","posterior","headphones",0.5,126,"132"
"30",2,"bins","posterior","headphones",0.5,132,"138"
"30",2,"bins","posterior","headphones",0.7,138,"144"
"30",2,"bins","posterior","headphones",0.69,144,"150"
"30",2,"bins","posterior","headphones",0.71,150,"156"
"30",2,"bins","posterior","headphones",0.73,156,"162"
"30",2,"bins","posterior","headphones",0.72,162,"168"
"30",2,"bins","posterior","headphones",0.72,168,"174"
"30",2,"bins","posterior","headphones",0.74,174,"180"
"30",2,"bins","posterior","headphones",0.97,180,"186"
"30",2,"bins","posterior","headphones",0.97,186,"192"
"30",2,"bins","posterior","headphones",0.98,192,"198"
"30",2,"bins","posterior","headphones",0.96,198,"204"
"30",2,"bins","posterior","headphones",0.98,204,"210"
"30",2,"bins","posterior","headphones",0.98,210,"216"
"30",2,"bins","posterior","headphones",0.96,216,"222"
"30",2,"bins","posterior","headphones",1,222,"228"
"30",2,"bins","posterior","headphones",1,228,"234"
"30",2,"bins","posterior","headphones",1,234,"240"
"30",2,"bins","posterior","headphones",0.97,240,"246"
"30",2,"bins","posterior","headphones",0.98,246,"252"
"30",2,"bins","posterior","headphones",0.98,252,"258"
"30",2,"bins","posterior","headphones",0.98,258,"264"
"30",2,"bins","posterior","headphones",0.96,264,"270"
"30",2,"bins","posterior","headphones",0.97,270,"276"
"30",2,"bins","posterior","headphones",0.97,276,"282"
"30",2,"bins","posterior","headphones",1,282,"288"
"30",2,"bins","posterior","headphones",0.99,288,"294"
"30",2,"bins","posterior","headphones",0.99,294,"300"
"30",2,"bins","posterior","headphones",0.99,300,"306"
"30",2,"bins","posterior","headphones",1,306,"312"
"30",2,"bins","posterior","headphones",1,312,"318"
"30",2,"bins","posterior","headphones",1,318,"324"
"30",2,"bins","posterior","headphones",1,324,"infty"
"31",2,"bins","posterior","watch",0,0,"50"
"31",2,"bins","posterior","watch",0,50,"100"
"31",2,"bins","posterior","watch",0,100,"150"
"31",2,"bins","posterior","watch",0,150,"200"
"31",2,"bins","posterior","watch",0,200,"250"
"31",2,"bins","posterior","watch",0,250,"300"
"31",2,"bins","posterior","watch",0.17,300,"350"
"31",2,"bins","posterior","watch",0.28,350,"400"
"31",2,"bins","posterior","watch",0.35,400,"450"
"31",2,"bins","posterior","watch",0.36,450,"500"
"31",2,"bins","posterior","watch",0.49,500,"550"
"31",2,"bins","posterior","watch",0.5,550,"600"
"31",2,"bins","posterior","watch",0.49,600,"650"
"31",2,"bins","posterior","watch",0.57,650,"700"
"31",2,"bins","posterior","watch",0.61,700,"750"
"31",2,"bins","posterior","watch",0.68,750,"800"
"31",2,"bins","posterior","watch",0.74,800,"850"
"31",2,"bins","posterior","watch",0.8,850,"900"
"31",2,"bins","posterior","watch",0.87,900,"950"
"31",2,"bins","posterior","watch",0.94,950,"1000"
"31",2,"bins","posterior","watch",1,1000,"1050"
"31",2,"bins","posterior","watch",1,1050,"1100"
"31",2,"bins","posterior","watch",1,1100,"1150"
"31",2,"bins","posterior","watch",1,1150,"1200"
"31",2,"bins","posterior","watch",1,1200,"1250"
"31",2,"bins","posterior","watch",1,1250,"1300"
"31",2,"bins","posterior","watch",1,1300,"1350"
"31",2,"bins","posterior","watch",1,1350,"1400"
"31",2,"bins","posterior","watch",1,1400,"1450"
"31",2,"bins","posterior","watch",1,1450,"1500"
"31",2,"bins","posterior","watch",1,1500,"1550"
"31",2,"bins","posterior","watch",1,1550,"1600"
"31",2,"bins","posterior","watch",1,1600,"1650"
"31",2,"bins","posterior","watch",1,1650,"1700"
"31",2,"bins","posterior","watch",1,1700,"1750"
"31",2,"bins","posterior","watch",1,1750,"1800"
"31",2,"bins","posterior","watch",1,1800,"1850"
"31",2,"bins","posterior","watch",1,1850,"1900"
"31",2,"bins","posterior","watch",1,1900,"1950"
"31",2,"bins","posterior","watch",1,1950,"2000"
"31",2,"bins","posterior","watch",1,2000,"2050"
"31",2,"bins","posterior","watch",1,2050,"2100"
"31",2,"bins","posterior","watch",1,2100,"2150"
"31",2,"bins","posterior","watch",1,2150,"2200"
"31",2,"bins","posterior","watch",1,2200,"2250"
"31",2,"bins","posterior","watch",1,2250,"2300"
"31",2,"bins","posterior","watch",1,2300,"2350"
"31",2,"bins","posterior","watch",1,2350,"2400"
"31",2,"bins","posterior","watch",1,2400,"2450"
"31",2,"bins","posterior","watch",1,2450,"2500"
"31",2,"bins","posterior","watch",1,2500,"2550"
"31",2,"bins","posterior","watch",1,2550,"2600"
"31",2,"bins","posterior","watch",1,2600,"2650"
"31",2,"bins","posterior","watch",1,2650,"2700"
"31",2,"bins","posterior","watch",1,2700,"2750"
"31",2,"bins","posterior","watch",1,2750,"2800"
"31",2,"bins","posterior","watch",1,2800,"2850"
"31",2,"bins","posterior","watch",1,2850,"2900"
"31",2,"bins","posterior","watch",1,2900,"2950"
"31",2,"bins","posterior","watch",1,2950,"infty"
"32",2,"bins","posterior","coffee maker",0.03,0,"4"
"32",2,"bins","posterior","coffee maker",0.02,4,"8"
"32",2,"bins","posterior","coffee maker",0.02,8,"12"
"32",2,"bins","posterior","coffee maker",0.03,12,"16"
"32",2,"bins","posterior","coffee maker",0.03,16,"20"
"32",2,"bins","posterior","coffee maker",0.03,20,"24"
"32",2,"bins","posterior","coffee maker",0.05,24,"28"
"32",2,"bins","posterior","coffee maker",0.03,28,"32"
"32",2,"bins","posterior","coffee maker",0.03,32,"36"
"32",2,"bins","posterior","coffee maker",0.03,36,"40"
"32",2,"bins","posterior","coffee maker",0.03,40,"44"
"32",2,"bins","posterior","coffee maker",0.03,44,"48"
"32",2,"bins","posterior","coffee maker",0.03,48,"52"
"32",2,"bins","posterior","coffee maker",0.26,52,"56"
"32",2,"bins","posterior","coffee maker",0.27,56,"60"
"32",2,"bins","posterior","coffee maker",0.25,60,"64"
"32",2,"bins","posterior","coffee maker",0.24,64,"68"
"32",2,"bins","posterior","coffee maker",0.25,68,"72"
"32",2,"bins","posterior","coffee maker",0.5,72,"76"
"32",2,"bins","posterior","coffee maker",0.5,76,"80"
"32",2,"bins","posterior","coffee maker",0.5,80,"84"
"32",2,"bins","posterior","coffee maker",0.5,84,"88"
"32",2,"bins","posterior","coffee maker",0.5,88,"92"
"32",2,"bins","posterior","coffee maker",0.5,92,"96"
"32",2,"bins","posterior","coffee maker",0.79,96,"100"
"32",2,"bins","posterior","coffee maker",0.78,100,"104"
"32",2,"bins","posterior","coffee maker",0.77,104,"108"
"32",2,"bins","posterior","coffee maker",0.77,108,"112"
"32",2,"bins","posterior","coffee maker",0.77,112,"116"
"32",2,"bins","posterior","coffee maker",0.79,116,"120"
"32",2,"bins","posterior","coffee maker",0.98,120,"124"
"32",2,"bins","posterior","coffee maker",0.97,124,"128"
"32",2,"bins","posterior","coffee maker",0.98,128,"132"
"32",2,"bins","posterior","coffee maker",0.98,132,"136"
"32",2,"bins","posterior","coffee maker",0.98,136,"140"
"32",2,"bins","posterior","coffee maker",0.98,140,"144"
"32",2,"bins","posterior","coffee maker",0.98,144,"148"
"32",2,"bins","posterior","coffee maker",0.98,148,"152"
"32",2,"bins","posterior","coffee maker",0.99,152,"156"
"32",2,"bins","posterior","coffee maker",0.98,156,"160"
"32",2,"bins","posterior","coffee maker",0.96,160,"164"
"32",2,"bins","posterior","coffee maker",0.97,164,"168"
"32",2,"bins","posterior","coffee maker",0.96,168,"172"
"32",2,"bins","posterior","coffee maker",0.96,172,"176"
"32",2,"bins","posterior","coffee maker",0.95,176,"180"
"32",2,"bins","posterior","coffee maker",0.97,180,"184"
"32",2,"bins","posterior","coffee maker",0.96,184,"188"
"32",2,"bins","posterior","coffee maker",0.95,188,"192"
"32",2,"bins","posterior","coffee maker",0.98,192,"196"
"32",2,"bins","posterior","coffee maker",0.98,196,"200"
"32",2,"bins","posterior","coffee maker",0.98,200,"204"
"32",2,"bins","posterior","coffee maker",0.76,204,"208"
"32",2,"bins","posterior","coffee maker",0.77,208,"212"
"32",2,"bins","posterior","coffee maker",0.76,212,"216"
"32",2,"bins","posterior","coffee maker",0.74,216,"220"
"32",2,"bins","posterior","coffee maker",0.76,220,"224"
"32",2,"bins","posterior","coffee maker",0.74,224,"228"
"32",2,"bins","posterior","coffee maker",0.75,228,"232"
"32",2,"bins","posterior","coffee maker",0.75,232,"236"
"32",2,"bins","posterior","coffee maker",0.74,236,"240"
"32",2,"bins","posterior","coffee maker",0.68,240,"244"
"32",2,"bins","posterior","coffee maker",0.72,244,"248"
"32",2,"bins","posterior","coffee maker",0.7,248,"252"
"32",2,"bins","posterior","coffee maker",0.5,252,"256"
"32",2,"bins","posterior","coffee maker",0.5,256,"260"
"32",2,"bins","posterior","coffee maker",0.5,260,"264"
"32",2,"bins","posterior","coffee maker",0.5,264,"268"
"32",2,"bins","posterior","coffee maker",0.5,268,"infty"
"33",2,"bins","posterior","laptop",0,0,"50"
"33",2,"bins","posterior","laptop",0,50,"100"
"33",2,"bins","posterior","laptop",0,100,"150"
"33",2,"bins","posterior","laptop",0,150,"200"
"33",2,"bins","posterior","laptop",0,200,"250"
"33",2,"bins","posterior","laptop",0,250,"300"
"33",2,"bins","posterior","laptop",0,300,"350"
"33",2,"bins","posterior","laptop",0,350,"400"
"33",2,"bins","posterior","laptop",0,400,"450"
"33",2,"bins","posterior","laptop",0,450,"500"
"33",2,"bins","posterior","laptop",0,500,"550"
"33",2,"bins","posterior","laptop",0.01,550,"600"
"33",2,"bins","posterior","laptop",0.01,600,"650"
"33",2,"bins","posterior","laptop",0,650,"700"
"33",2,"bins","posterior","laptop",0,700,"750"
"33",2,"bins","posterior","laptop",0,750,"800"
"33",2,"bins","posterior","laptop",0.01,800,"850"
"33",2,"bins","posterior","laptop",0.28,850,"900"
"33",2,"bins","posterior","laptop",0.38,900,"950"
"33",2,"bins","posterior","laptop",0.45,950,"1000"
"33",2,"bins","posterior","laptop",0.68,1000,"1050"
"33",2,"bins","posterior","laptop",0.67,1050,"1100"
"33",2,"bins","posterior","laptop",0.67,1100,"1150"
"33",2,"bins","posterior","laptop",0.69,1150,"1200"
"33",2,"bins","posterior","laptop",0.69,1200,"1250"
"33",2,"bins","posterior","laptop",0.7,1250,"1300"
"33",2,"bins","posterior","laptop",0.7,1300,"1350"
"33",2,"bins","posterior","laptop",0.72,1350,"1400"
"33",2,"bins","posterior","laptop",0.71,1400,"1450"
"33",2,"bins","posterior","laptop",0.75,1450,"1500"
"33",2,"bins","posterior","laptop",0.73,1500,"1550"
"33",2,"bins","posterior","laptop",0.72,1550,"1600"
