"workerid","domain","condition","item","lowers","uppers","responses"
"145","price","prior","laptop",1850,1900,0.15
"145","price","prior","laptop",1900,1950,0.15
"145","price","prior","laptop",1950,2000,0.14
"145","price","prior","laptop",2000,2050,0.01
"145","price","prior","laptop",2050,2100,0.01
"145","price","prior","laptop",2100,2150,0.01
"145","price","prior","laptop",2150,2200,0.01
"145","price","prior","laptop",2200,2250,0
"145","price","prior","laptop",2250,2300,0.01
"145","price","prior","laptop",2300,2350,0.01
"145","price","prior","laptop",2350,2400,0.01
"145","price","prior","laptop",2400,2450,0.01
"145","price","prior","laptop",2450,NA,0.01
"146","height","prior","mountain",0,1000,0
"146","height","prior","mountain",1000,2000,0
"146","height","prior","mountain",2000,3000,1
"146","height","prior","mountain",3000,4000,0.88
"146","height","prior","mountain",4000,5000,0.86
"146","height","prior","mountain",5000,6000,0.85
"146","height","prior","mountain",6000,7000,0.85
"146","height","prior","mountain",7000,8000,0.8
"146","height","prior","mountain",8000,9000,0.76
"146","height","prior","mountain",9000,10000,0.73
"146","height","prior","mountain",10000,11000,0.72
"146","height","prior","mountain",11000,12000,0.66
"146","height","prior","mountain",12000,13000,0.58
"146","height","prior","mountain",13000,14000,0.49
"146","height","prior","mountain",14000,15000,0.42
"146","height","prior","mountain",15000,16000,0.35
"146","height","prior","mountain",16000,17000,0.28
"146","height","prior","mountain",17000,18000,0.12
"146","height","prior","mountain",18000,19000,0
"146","height","prior","mountain",19000,NA,0
"147","price","posterior","coffee maker",0,4,0.09
"147","price","posterior","coffee maker",4,8,0.12
"147","price","posterior","coffee maker",8,12,0.09
"147","price","posterior","coffee maker",12,16,0.11
"147","price","posterior","coffee maker",16,20,0.13
"147","price","posterior","coffee maker",20,24,0.13
"147","price","posterior","coffee maker",24,28,0.14
"147","price","posterior","coffee maker",28,32,0.25
"147","price","posterior","coffee maker",32,36,0.25
"147","price","posterior","coffee maker",36,40,0.28
"147","price","posterior","coffee maker",40,44,0.25
"147","price","posterior","coffee maker",44,48,0.24
"147","price","posterior","coffee maker",48,52,0.25
"147","price","posterior","coffee maker",52,56,0.23
"147","price","posterior","coffee maker",56,60,0.22
"147","price","posterior","coffee maker",60,64,0.28
"147","price","posterior","coffee maker",64,68,0.36
"147","price","posterior","coffee maker",68,72,0.48
"147","price","posterior","coffee maker",72,76,0.55
"147","price","posterior","coffee maker",76,80,0.64
"147","price","posterior","coffee maker",80,84,0.49
"147","price","posterior","coffee maker",84,88,0.49
"147","price","posterior","coffee maker",88,92,0.53
"147","price","posterior","coffee maker",92,96,0.54
"147","price","posterior","coffee maker",96,100,0.58
"147","price","posterior","coffee maker",100,104,0.53
"147","price","posterior","coffee maker",104,108,0.51
"147","price","posterior","coffee maker",108,112,0.55
"147","price","posterior","coffee maker",112,116,0.51
"147","price","posterior","coffee maker",116,120,0.56
"147","price","posterior","coffee maker",120,124,0.51
"147","price","posterior","coffee maker",124,128,0.52
"147","price","posterior","coffee maker",128,132,0.51
"147","price","posterior","coffee maker",132,136,0.55
"147","price","posterior","coffee maker",136,140,0.53
"147","price","posterior","coffee maker",140,144,0.53
"147","price","posterior","coffee maker",144,148,0.54
"147","price","posterior","coffee maker",148,152,0.54
"147","price","posterior","coffee maker",152,156,0.55
"147","price","posterior","coffee maker",156,160,0.53
"147","price","posterior","coffee maker",160,164,0.5
"147","price","posterior","coffee maker",164,168,0.52
"147","price","posterior","coffee maker",168,172,0.51
"147","price","posterior","coffee maker",172,176,0.47
"147","price","posterior","coffee maker",176,180,0.49
"147","price","posterior","coffee maker",180,184,0.48
"147","price","posterior","coffee maker",184,188,0.54
"147","price","posterior","coffee maker",188,192,0.49
"147","price","posterior","coffee maker",192,196,0.48
"147","price","posterior","coffee maker",196,200,0.48
"147","price","posterior","coffee maker",200,204,0.53
"147","price","posterior","coffee maker",204,208,0.53
"147","price","posterior","coffee maker",208,212,0.56
"147","price","posterior","coffee maker",212,216,0.55
"147","price","posterior","coffee maker",216,220,0.54
"147","price","posterior","coffee maker",220,224,0.58
"147","price","posterior","coffee maker",224,228,0.55
"147","price","posterior","coffee maker",228,232,0.54
"147","price","posterior","coffee maker",232,236,0.49
"147","price","posterior","coffee maker",236,240,0.55
"147","price","posterior","coffee maker",240,244,0.51
"147","price","posterior","coffee maker",244,248,0.52
"147","price","posterior","coffee maker",248,252,0.51
"147","price","posterior","coffee maker",252,256,0.48
"147","price","posterior","coffee maker",256,260,0.48
"147","price","posterior","coffee maker",260,264,0.54
"147","price","posterior","coffee maker",264,268,0.49
"147","price","posterior","coffee maker",268,NA,0.53
"148","height","posterior","building",0,10,0.06
"148","height","posterior","building",10,20,0.1
"148","height","posterior","building",20,30,0.12
"148","height","posterior","building",30,40,0.15
"148","height","posterior","building",40,50,0.43
"148","height","posterior","building",50,60,0.46
"148","height","posterior","building",60,70,0.6
"148","height","posterior","building",70,80,0.63
"148","height","posterior","building",80,90,0.63
"148","height","posterior","building",90,100,0.67
"148","height","posterior","building",100,110,0.72
"148","height","posterior","building",110,120,0.76
"148","height","posterior","building",120,130,0.78
"148","height","posterior","building",130,140,0.68
"148","height","posterior","building",140,150,0.75
"148","height","posterior","building",150,160,0.79
"148","height","posterior","building",160,170,0.8
"148","height","posterior","building",170,180,0.85
"148","height","posterior","building",180,190,0.8
"148","height","posterior","building",190,NA,0.84
"149","price","prior","watch",0,50,0.54
"149","price","prior","watch",50,100,0.32
"149","price","prior","watch",100,150,0.58
"149","price","prior","watch",150,200,0.97
"149","price","prior","watch",200,250,0
"149","price","prior","watch",250,300,0
"149","price","prior","watch",300,350,0
"149","price","prior","watch",350,400,0
"149","price","prior","watch",400,450,0
"149","price","prior","watch",450,500,0
"149","price","prior","watch",500,550,0
"149","price","prior","watch",550,600,0
"149","price","prior","watch",600,650,0
"149","price","prior","watch",650,700,0.04
"149","price","prior","watch",700,750,0.04
"149","price","prior","watch",750,800,0
"149","price","prior","watch",800,850,0
"149","price","prior","watch",850,900,0
"149","price","prior","watch",900,950,0.03
"149","price","prior","watch",950,1000,0
"149","price","prior","watch",1000,1050,0
"149","price","prior","watch",1050,1100,0
"149","price","prior","watch",1100,1150,0
"149","price","prior","watch",1150,1200,0
"149","price","prior","watch",1200,1250,0.02
"149","price","prior","watch",1250,1300,0
"149","price","prior","watch",1300,1350,0
"149","price","prior","watch",1350,1400,0
"149","price","prior","watch",1400,1450,0
"149","price","prior","watch",1450,1500,0
"149","price","prior","watch",1500,1550,0.02
"149","price","prior","watch",1550,1600,0.02
"149","price","prior","watch",1600,1650,0
"149","price","prior","watch",1650,1700,0
"149","price","prior","watch",1700,1750,0
"149","price","prior","watch",1750,1800,0
"149","price","prior","watch",1800,1850,0
"149","price","prior","watch",1850,1900,0
"149","price","prior","watch",1900,1950,0.04
"149","price","prior","watch",1950,2000,0
"149","price","prior","watch",2000,2050,0.01
"149","price","prior","watch",2050,2100,0
"149","price","prior","watch",2100,2150,0
"149","price","prior","watch",2150,2200,0
"149","price","prior","watch",2200,2250,0
"149","price","prior","watch",2250,2300,0
"149","price","prior","watch",2300,2350,0
"149","price","prior","watch",2350,2400,0
"149","price","prior","watch",2400,2450,0
"149","price","prior","watch",2450,2500,0.02
"149","price","prior","watch",2500,2550,0
"149","price","prior","watch",2550,2600,0
"149","price","prior","watch",2600,2650,0
"149","price","prior","watch",2650,2700,0
"149","price","prior","watch",2700,2750,0
"149","price","prior","watch",2750,2800,0
"149","price","prior","watch",2800,2850,0
"149","price","prior","watch",2850,2900,0
"149","price","prior","watch",2900,2950,0
"149","price","prior","watch",2950,NA,0
"150","age","posterior","college student",0,5,0.02
"150","age","posterior","college student",5,10,0
"150","age","posterior","college student",10,15,0.02
"150","age","posterior","college student",15,20,0.28
"150","age","posterior","college student",20,25,0.5
"150","age","posterior","college student",25,30,0.75
"150","age","posterior","college student",30,35,1
"150","age","posterior","college student",35,40,1
"150","age","posterior","college student",40,45,1
"150","age","posterior","college student",45,50,1
"150","age","posterior","college student",50,55,1
"150","age","posterior","college student",55,60,0.99
"150","age","posterior","college student",60,65,0.99
"150","age","posterior","college student",65,70,0.96
"150","age","posterior","college student",70,75,0.99
"150","age","posterior","college student",75,80,0.99
"150","age","posterior","college student",80,85,0.99
"150","age","posterior","college student",85,NA,0.98
"151","height","prior","tree",0,5,0.14
"151","height","prior","tree",5,10,0.43
"151","height","prior","tree",10,15,0.62
"151","height","prior","tree",15,20,0.69
"151","height","prior","tree",20,25,0.7
"151","height","prior","tree",25,30,0.7
"151","height","prior","tree",30,35,0.52
"151","height","prior","tree",35,40,0.52
"151","height","prior","tree",40,45,0.55
"151","height","prior","tree",45,50,0.54
"151","height","prior","tree",50,55,0.54
"151","height","prior","tree",55,60,0.55
"151","height","prior","tree",60,65,0.56
"151","height","prior","tree",65,70,0.55
"151","height","prior","tree",70,75,0.62
"151","height","prior","tree",75,80,0.54
"151","height","prior","tree",80,85,0.44
"151","height","prior","tree",85,90,0.41
"151","height","prior","tree",90,95,0.42
"151","height","prior","tree",95,NA,0.41
"152","age","prior","New Yorker",0,5,0.5
"152","age","prior","New Yorker",5,10,0.5
"152","age","prior","New Yorker",10,15,0.5
"152","age","prior","New Yorker",15,20,0.5
"152","age","prior","New Yorker",20,25,0.5
"152","age","prior","New Yorker",25,30,0.5
"152","age","prior","New Yorker",30,35,0.5
"152","age","prior","New Yorker",35,40,0.5
"152","age","prior","New Yorker",40,45,0.5
"152","age","prior","New Yorker",45,50,0.5
"152","age","prior","New Yorker",50,55,0.5
"152","age","prior","New Yorker",55,60,0.5
"152","age","prior","New Yorker",60,65,0.5
"152","age","prior","New Yorker",65,70,0.5
"152","age","prior","New Yorker",70,75,0.5
"152","age","prior","New Yorker",75,80,0.5
"152","age","prior","New Yorker",80,85,0.5
"152","age","prior","New Yorker",85,NA,0.5
"153","age","prior","New Yorker",0,5,0.99
"153","age","prior","New Yorker",5,10,1
"153","age","prior","New Yorker",10,15,0.99
"153","age","prior","New Yorker",15,20,0.98
"153","age","prior","New Yorker",20,25,0.98
"153","age","prior","New Yorker",25,30,0.96
"153","age","prior","New Yorker",30,35,0.96
"153","age","prior","New Yorker",35,40,0.97
"153","age","prior","New Yorker",40,45,0.99
"153","age","prior","New Yorker",45,50,0.98
"153","age","prior","New Yorker",50,55,0.97
"153","age","prior","New Yorker",55,60,0.91
"153","age","prior","New Yorker",60,65,0.94
"153","age","prior","New Yorker",65,70,0.98
"153","age","prior","New Yorker",70,75,0.95
"153","age","prior","New Yorker",75,80,0.96
"153","age","prior","New Yorker",80,85,0.98
"153","age","prior","New Yorker",85,NA,0.98
"154","age","prior","new parent",0,5,0
"154","age","prior","new parent",5,10,0
"154","age","prior","new parent",10,15,0.08
"154","age","prior","new parent",15,20,0.23
"154","age","prior","new parent",20,25,0.72
"154","age","prior","new parent",25,30,0.83
"154","age","prior","new parent",30,35,0.72
"154","age","prior","new parent",35,40,0.48
"154","age","prior","new parent",40,45,0.25
"154","age","prior","new parent",45,50,0.07
"154","age","prior","new parent",50,55,0.02
"154","age","prior","new parent",55,60,0.01
"154","age","prior","new parent",60,65,0
"154","age","prior","new parent",65,70,0
"154","age","prior","new parent",70,75,0
"154","age","prior","new parent",75,80,0
"154","age","prior","new parent",80,85,0
"154","age","prior","new parent",85,NA,0
"155","age","posterior","new parent",0,5,0
"155","age","posterior","new parent",5,10,0
"155","age","posterior","new parent",10,15,0
"155","age","posterior","new parent",15,20,0
"155","age","posterior","new parent",20,25,0
"155","age","posterior","new parent",25,30,0
"155","age","posterior","new parent",30,35,0
"155","age","posterior","new parent",35,40,0.21
"155","age","posterior","new parent",40,45,0.57
"155","age","posterior","new parent",45,50,0.77
"155","age","posterior","new parent",50,55,0.71
"155","age","posterior","new parent",55,60,0.58
"155","age","posterior","new parent",60,65,0.48
"155","age","posterior","new parent",65,70,0.27
"155","age","posterior","new parent",70,75,0
"155","age","posterior","new parent",75,80,0
"155","age","posterior","new parent",80,85,0
"155","age","posterior","new parent",85,NA,0
"156","age","prior","new parent",0,5,0
"156","age","prior","new parent",5,10,0.01
"156","age","prior","new parent",10,15,0.16
"156","age","prior","new parent",15,20,0.36
"156","age","prior","new parent",20,25,0.71
"156","age","prior","new parent",25,30,0.91
"156","age","prior","new parent",30,35,0.77
"156","age","prior","new parent",35,40,0.34
"156","age","prior","new parent",40,45,0.21
"156","age","prior","new parent",45,50,0.08
"156","age","prior","new parent",50,55,0.05
"156","age","prior","new parent",55,60,0
"156","age","prior","new parent",60,65,0
"156","age","prior","new parent",65,70,0
"156","age","prior","new parent",70,75,0
"156","age","prior","new parent",75,80,0
"156","age","prior","new parent",80,85,0
"156","age","prior","new parent",85,NA,0
"157","age","posterior","New Yorker",0,5,0
"157","age","posterior","New Yorker",5,10,0.04
"157","age","posterior","New Yorker",10,15,0.04
"157","age","posterior","New Yorker",15,20,0.02
"157","age","posterior","New Yorker",20,25,0.03
"157","age","posterior","New Yorker",25,30,0.03
"157","age","posterior","New Yorker",30,35,0.34
"157","age","posterior","New Yorker",35,40,0.56
"157","age","posterior","New Yorker",40,45,0.69
"157","age","posterior","New Yorker",45,50,0.74
"157","age","posterior","New Yorker",50,55,0.63
"157","age","posterior","New Yorker",55,60,0.78
"157","age","posterior","New Yorker",60,65,0.86
"157","age","posterior","New Yorker",65,70,0.98
"157","age","posterior","New Yorker",70,75,0.97
"157","age","posterior","New Yorker",75,80,0.92
"157","age","posterior","New Yorker",80,85,0.88
"157","age","posterior","New Yorker",85,NA,0.74
"158","age","posterior","college student",0,5,0
"158","age","posterior","college student",5,10,0
"158","age","posterior","college student",10,15,0
"158","age","posterior","college student",15,20,0
"158","age","posterior","college student",20,25,0.36
"158","age","posterior","college student",25,30,0.65
"158","age","posterior","college student",30,35,0.67
"158","age","posterior","college student",35,40,0.85
"158","age","posterior","college student",40,45,0.84
"158","age","posterior","college student",45,50,1
"158","age","posterior","college student",50,55,1
"158","age","posterior","college student",55,60,1
"158","age","posterior","college student",60,65,1
"158","age","posterior","college student",65,70,1
"158","age","posterior","college student",70,75,1
"158","age","posterior","college student",75,80,1
"158","age","posterior","college student",80,85,0.32
"158","age","posterior","college student",85,NA,0.28
"159","age","posterior","New Yorker",0,5,0
"159","age","posterior","New Yorker",5,10,0
"159","age","posterior","New Yorker",10,15,0
"159","age","posterior","New Yorker",15,20,0
"159","age","posterior","New Yorker",20,25,0.3
"159","age","posterior","New Yorker",25,30,0.5
"159","age","posterior","New Yorker",30,35,0.62
"159","age","posterior","New Yorker",35,40,0.73
"159","age","posterior","New Yorker",40,45,0.86
"159","age","posterior","New Yorker",45,50,0.82
"159","age","posterior","New Yorker",50,55,0.83
"159","age","posterior","New Yorker",55,60,0.73
"159","age","posterior","New Yorker",60,65,0.79
"159","age","posterior","New Yorker",65,70,0.68
"159","age","posterior","New Yorker",70,75,0.65
"159","age","posterior","New Yorker",75,80,0.64
"159","age","posterior","New Yorker",80,85,0.66
"159","age","posterior","New Yorker",85,NA,0.47
"160","age","posterior","college student",0,5,0
"160","age","posterior","college student",5,10,0
"160","age","posterior","college student",10,15,0
"160","age","posterior","college student",15,20,0.52
"160","age","posterior","college student",20,25,0.66
"160","age","posterior","college student",25,30,0.8
"160","age","posterior","college student",30,35,0.92
"160","age","posterior","college student",35,40,1
"160","age","posterior","college student",40,45,1
"160","age","posterior","college student",45,50,1
"160","age","posterior","college student",50,55,0.89
"160","age","posterior","college student",55,60,0.85
"160","age","posterior","college student",60,65,0.71
"160","age","posterior","college student",65,70,0.5
"160","age","posterior","college student",70,75,0.5
"160","age","posterior","college student",75,80,0.5
"160","age","posterior","college student",80,85,0.19
"160","age","posterior","college student",85,NA,0.19
"161","age","prior","new parent",0,5,0.02
"161","age","prior","new parent",5,10,0.01
"161","age","prior","new parent",10,15,0.03
"161","age","prior","new parent",15,20,0.5
"161","age","prior","new parent",20,25,0.76
"161","age","prior","new parent",25,30,0.9
"161","age","prior","new parent",30,35,0.88
"161","age","prior","new parent",35,40,0.7
"161","age","prior","new parent",40,45,0.5
"161","age","prior","new parent",45,50,0.22
"161","age","prior","new parent",50,55,0.02
"161","age","prior","new parent",55,60,0.06
"161","age","prior","new parent",60,65,0.01
"161","age","prior","new parent",65,70,0.05
"161","age","prior","new parent",70,75,0.01
"161","age","prior","new parent",75,80,0.02
"161","age","prior","new parent",80,85,0.02
"161","age","prior","new parent",85,NA,0.02
"162","age","posterior","college student",0,5,0
"162","age","posterior","college student",5,10,0
"162","age","posterior","college student",10,15,0
"162","age","posterior","college student",15,20,0
"162","age","posterior","college student",20,25,0.1
"162","age","posterior","college student",25,30,0.21
"162","age","posterior","college student",30,35,0.43
"162","age","posterior","college student",35,40,0.6
"162","age","posterior","college student",40,45,0.6
"162","age","posterior","college student",45,50,0.64
"162","age","posterior","college student",50,55,0.57
"162","age","posterior","college student",55,60,0.48
"162","age","posterior","college student",60,65,0.39
"162","age","posterior","college student",65,70,0.34
"162","age","posterior","college student",70,75,0.31
"162","age","posterior","college student",75,80,0.24
"162","age","posterior","college student",80,85,0.11
"162","age","posterior","college student",85,NA,0
"163","age","prior","college student",0,5,0
"163","age","prior","college student",5,10,0
"163","age","prior","college student",10,15,0
"163","age","prior","college student",15,20,0
"163","age","prior","college student",20,25,1
"163","age","prior","college student",25,30,0.91
"163","age","prior","college student",30,35,0.58
"163","age","prior","college student",35,40,0.53
"163","age","prior","college student",40,45,0.12
"163","age","prior","college student",45,50,0.04
"163","age","prior","college student",50,55,0
"163","age","prior","college student",55,60,0
"163","age","prior","college student",60,65,0
"163","age","prior","college student",65,70,0
"163","age","prior","college student",70,75,0
"163","age","prior","college student",75,80,0
"163","age","prior","college student",80,85,0
"163","age","prior","college student",85,NA,0
"164","age","posterior","New Yorker",0,5,0
"164","age","posterior","New Yorker",5,10,0
"164","age","posterior","New Yorker",10,15,0
"164","age","posterior","New Yorker",15,20,0
"164","age","posterior","New Yorker",20,25,0
"164","age","posterior","New Yorker",25,30,0
"164","age","posterior","New Yorker",30,35,0.2
"164","age","posterior","New Yorker",35,40,0.23
"164","age","posterior","New Yorker",40,45,0.27
"164","age","posterior","New Yorker",45,50,0.29
"164","age","posterior","New Yorker",50,55,0.49
"164","age","posterior","New Yorker",55,60,0.7
"164","age","posterior","New Yorker",60,65,0.72
"164","age","posterior","New Yorker",65,70,0.83
"164","age","posterior","New Yorker",70,75,1
"164","age","posterior","New Yorker",75,80,1
"164","age","posterior","New Yorker",80,85,0.82
"164","age","posterior","New Yorker",85,NA,0.76
"165","age","prior","college student",0,5,0
"165","age","prior","college student",5,10,0.01
"165","age","prior","college student",10,15,0.05
"165","age","prior","college student",15,20,0.93
"165","age","prior","college student",20,25,0.91
"165","age","prior","college student",25,30,0.44
"165","age","prior","college student",30,35,0.36
"165","age","prior","college student",35,40,0.18
"165","age","prior","college student",40,45,0.09
"165","age","prior","college student",45,50,0.06
"165","age","prior","college student",50,55,0.02
"165","age","prior","college student",55,60,0.01
"165","age","prior","college student",60,65,0
"165","age","prior","college student",65,70,0
"165","age","prior","college student",70,75,0.01
"165","age","prior","college student",75,80,0
"165","age","prior","college student",80,85,0.01
"165","age","prior","college student",85,NA,0.01
"166","age","posterior","new parent",0,5,0
"166","age","posterior","new parent",5,10,0
"166","age","posterior","new parent",10,15,0
"166","age","posterior","new parent",15,20,0
"166","age","posterior","new parent",20,25,0
"166","age","posterior","new parent",25,30,0.1
"166","age","posterior","new parent",30,35,0.1
"166","age","posterior","new parent",35,40,0.1
"166","age","posterior","new parent",40,45,0.22
"166","age","posterior","new parent",45,50,0.36
"166","age","posterior","new parent",50,55,0.6
"166","age","posterior","new parent",55,60,0.68
"166","age","posterior","new parent",60,65,0.68
"166","age","posterior","new parent",65,70,0.67
"166","age","posterior","new parent",70,75,0.37
"166","age","posterior","new parent",75,80,0.26
"166","age","posterior","new parent",80,85,0.13
"166","age","posterior","new parent",85,NA,0.05
"167","age","posterior","college student",0,5,0.01
"167","age","posterior","college student",5,10,0
"167","age","posterior","college student",10,15,0
"167","age","posterior","college student",15,20,0.21
"167","age","posterior","college student",20,25,0.57
"167","age","posterior","college student",25,30,0.68
"167","age","posterior","college student",30,35,0.77
"167","age","posterior","college student",35,40,0.83
"167","age","posterior","college student",40,45,0.68
"167","age","posterior","college student",45,50,0.63
"167","age","posterior","college student",50,55,0.71
"167","age","posterior","college student",55,60,0.7
"167","age","posterior","college student",60,65,0.69
"167","age","posterior","college student",65,70,0.69
"167","age","posterior","college student",70,75,0.64
"167","age","posterior","college student",75,80,0.48
"167","age","posterior","college student",80,85,0.41
"167","age","posterior","college student",85,NA,0.37
"168","age","prior","New Yorker",0,5,0.5
"168","age","prior","New Yorker",5,10,0.5
"168","age","prior","New Yorker",10,15,0.5
"168","age","prior","New Yorker",15,20,0.44
"168","age","prior","New Yorker",20,25,0.64
"168","age","prior","New Yorker",25,30,0.72
"168","age","prior","New Yorker",30,35,0.75
"168","age","prior","New Yorker",35,40,0.74
"168","age","prior","New Yorker",40,45,0.74
"168","age","prior","New Yorker",45,50,0.71
"168","age","prior","New Yorker",50,55,0.65
"168","age","prior","New Yorker",55,60,0.63
"168","age","prior","New Yorker",60,65,0.61
"168","age","prior","New Yorker",65,70,0.5
"168","age","prior","New Yorker",70,75,0.4
"168","age","prior","New Yorker",75,80,0.28
"168","age","prior","New Yorker",80,85,0.25
"168","age","prior","New Yorker",85,NA,0.04
"169","age","prior","New Yorker",0,5,0.28
"169","age","prior","New Yorker",5,10,0.29
"169","age","prior","New Yorker",10,15,0.59
"169","age","prior","New Yorker",15,20,0.88
"169","age","prior","New Yorker",20,25,0.94
"169","age","prior","New Yorker",25,30,0.92
"169","age","prior","New Yorker",30,35,0.93
"169","age","prior","New Yorker",35,40,0.93
"169","age","prior","New Yorker",40,45,0.92
"169","age","prior","New Yorker",45,50,0.77
"169","age","prior","New Yorker",50,55,0.78
"169","age","prior","New Yorker",55,60,0.77
"169","age","prior","New Yorker",60,65,0.73
"169","age","prior","New Yorker",65,70,0.64
"169","age","prior","New Yorker",70,75,0.57
"169","age","prior","New Yorker",75,80,0.53
"169","age","prior","New Yorker",80,85,0.47
"169","age","prior","New Yorker",85,NA,0.4
"170","age","prior","college student",0,5,0
"170","age","prior","college student",5,10,0
"170","age","prior","college student",10,15,0
"170","age","prior","college student",15,20,0.91
"170","age","prior","college student",20,25,0.76
"170","age","prior","college student",25,30,0.39
"170","age","prior","college student",30,35,0.25
"170","age","prior","college student",35,40,0.17
"170","age","prior","college student",40,45,0.16
"170","age","prior","college student",45,50,0.13
"170","age","prior","college student",50,55,0.1
"170","age","prior","college student",55,60,0.12
"170","age","prior","college student",60,65,0.12
"170","age","prior","college student",65,70,0.1
"170","age","prior","college student",70,75,0.1
"170","age","prior","college student",75,80,0.1
"170","age","prior","college student",80,85,0.09
"170","age","prior","college student",85,NA,0.09
"171","age","posterior","new parent",0,5,0
"171","age","posterior","new parent",5,10,0
"171","age","posterior","new parent",10,15,0.09
"171","age","posterior","new parent",15,20,0.2
"171","age","posterior","new parent",20,25,0.36
"171","age","posterior","new parent",25,30,0.53
"171","age","posterior","new parent",30,35,0.67
"171","age","posterior","new parent",35,40,0.77
"171","age","posterior","new parent",40,45,0.84
"171","age","posterior","new parent",45,50,0.98
"171","age","posterior","new parent",50,55,0.72
"171","age","posterior","new parent",55,60,0.61
"171","age","posterior","new parent",60,65,0.54
"171","age","posterior","new parent",65,70,0.2
"171","age","posterior","new parent",70,75,0.21
"171","age","posterior","new parent",75,80,0.13
"171","age","posterior","new parent",80,85,0.02
"171","age","posterior","new parent",85,NA,0
"172","age","prior","New Yorker",0,5,0.02
"172","age","prior","New Yorker",5,10,0.09
"172","age","prior","New Yorker",10,15,0.17
"172","age","prior","New Yorker",15,20,0.61
"172","age","prior","New Yorker",20,25,0.83
"172","age","prior","New Yorker",25,30,0.74
"172","age","prior","New Yorker",30,35,0.73
"172","age","prior","New Yorker",35,40,0.56
"172","age","prior","New Yorker",40,45,0.45
"172","age","prior","New Yorker",45,50,0.3
"172","age","prior","New Yorker",50,55,0.27
"172","age","prior","New Yorker",55,60,0.17
"172","age","prior","New Yorker",60,65,0.02
"172","age","prior","New Yorker",65,70,0.02
"172","age","prior","New Yorker",70,75,0.02
"172","age","prior","New Yorker",75,80,0.01
"172","age","prior","New Yorker",80,85,0
"172","age","prior","New Yorker",85,NA,0.02
"173","age","prior","new parent",0,5,0
"173","age","prior","new parent",5,10,0
"173","age","prior","new parent",10,15,0
"173","age","prior","new parent",15,20,0.22
"173","age","prior","new parent",20,25,0.72
"173","age","prior","new parent",25,30,0.71
"173","age","prior","new parent",30,35,0.72
"173","age","prior","new parent",35,40,0.21
"173","age","prior","new parent",40,45,0.23
"173","age","prior","new parent",45,50,0
"173","age","prior","new parent",50,55,0.25
"173","age","prior","new parent",55,60,0
"173","age","prior","new parent",60,65,0
"173","age","prior","new parent",65,70,0
"173","age","prior","new parent",70,75,0
"173","age","prior","new parent",75,80,0
"173","age","prior","new parent",80,85,0
"173","age","prior","new parent",85,NA,0
"174","age","prior","college student",0,5,0
"174","age","prior","college student",5,10,0
"174","age","prior","college student",10,15,0
"174","age","prior","college student",15,20,0.61
"174","age","prior","college student",20,25,1
"174","age","prior","college student",25,30,0.74
"174","age","prior","college student",30,35,0.18
"174","age","prior","college student",35,40,0.15
"174","age","prior","college student",40,45,0
"174","age","prior","college student",45,50,0
"174","age","prior","college student",50,55,0
"174","age","prior","college student",55,60,0
"174","age","prior","college student",60,65,0
"174","age","prior","college student",65,70,0
"174","age","prior","college student",70,75,0
"174","age","prior","college student",75,80,0
"174","age","prior","college student",80,85,0
"174","age","prior","college student",85,NA,0
"175","age","prior","college student",0,5,0.02
"175","age","prior","college student",5,10,0.03
"175","age","prior","college student",10,15,0.05
"175","age","prior","college student",15,20,0.47
"175","age","prior","college student",20,25,0.87
"175","age","prior","college student",25,30,0.65
"175","age","prior","college student",30,35,0.25
"175","age","prior","college student",35,40,0.21
"175","age","prior","college student",40,45,0.1
"175","age","prior","college student",45,50,0.07
"175","age","prior","college student",50,55,0.07
"175","age","prior","college student",55,60,0.04
"175","age","prior","college student",60,65,0.01
"175","age","prior","college student",65,70,0.03
"175","age","prior","college student",70,75,0.04
"175","age","prior","college student",75,80,0.02
"175","age","prior","college student",80,85,0.03
"175","age","prior","college student",85,NA,0.02
"176","age","prior","New Yorker",0,5,0.08
"176","age","prior","New Yorker",5,10,0.17
"176","age","prior","New Yorker",10,15,0.29
"176","age","prior","New Yorker",15,20,0.39
"176","age","prior","New Yorker",20,25,0.6
"176","age","prior","New Yorker",25,30,0.66
"176","age","prior","New Yorker",30,35,0.58
"176","age","prior","New Yorker",35,40,0.62
"176","age","prior","New Yorker",40,45,0.59
"176","age","prior","New Yorker",45,50,0.42
"176","age","prior","New Yorker",50,55,0.46
"176","age","prior","New Yorker",55,60,0.43
"176","age","prior","New Yorker",60,65,0.33
"176","age","prior","New Yorker",65,70,0.22
"176","age","prior","New Yorker",70,75,0.15
"176","age","prior","New Yorker",75,80,0.13
"176","age","prior","New Yorker",80,85,0.08
"176","age","prior","New Yorker",85,NA,0
"177","age","posterior","college student",0,5,0
"177","age","posterior","college student",5,10,0
"177","age","posterior","college student",10,15,0
"177","age","posterior","college student",15,20,0.56
"177","age","posterior","college student",20,25,0.69
"177","age","posterior","college student",25,30,0.74
"177","age","posterior","college student",30,35,0.83
"177","age","posterior","college student",35,40,0.9
"177","age","posterior","college student",40,45,1
"177","age","posterior","college student",45,50,1
"177","age","posterior","college student",50,55,0.98
"177","age","posterior","college student",55,60,0.77
"177","age","posterior","college student",60,65,0.53
"177","age","posterior","college student",65,70,0.21
"177","age","posterior","college student",70,75,0
"177","age","posterior","college student",75,80,0
"177","age","posterior","college student",80,85,0
