"workerid","item","bin","UB","LB","rating","condition","exp","slider_total","normed_rating"
23,"headphones",10,60,54,0.00104321006319736,"original","06",0.0417586405007408,0.0249818971759595
23,"headphones",11,66,60,0.000892020198965861,"original","06",0.0417586405007408,0.0213613323678494
23,"headphones",12,72,66,0.000892020198965861,"original","06",0.0417586405007408,0.0213613323678494
23,"headphones",13,78,72,0.000997853103927913,"original","06",0.0417586405007408,0.0238957277335264
23,"headphones",14,84,78,0.000922258171812162,"original","06",0.0417586405007408,0.0220854453294714
23,"headphones",15,90,84,0.000997853103927913,"original","06",0.0417586405007408,0.0238957277335264
23,"headphones",16,96,90,0.000922258171812162,"original","06",0.0417586405007408,0.0220854453294714
23,"headphones",17,102,96,0.000967615131081612,"original","06",0.0417586405007408,0.0231716147719044
23,"headphones",18,108,102,0.000997853103927913,"original","06",0.0417586405007408,0.0238957277335264
23,"headphones",19,114,108,0.000982734117504763,"original","06",0.0417586405007408,0.0235336712527154
23,"headphones",20,120,114,0.000982734117504763,"original","06",0.0417586405007408,0.0235336712527154
23,"headphones",21,126,120,0.000982734117504763,"original","06",0.0417586405007408,0.0235336712527154
23,"headphones",22,132,126,0.000937377158235312,"original","06",0.0417586405007408,0.0224475018102824
23,"headphones",23,138,132,0.00101297209035106,"original","06",0.0417586405007408,0.0242577842143374
23,"headphones",24,144,138,0.000997853103927913,"original","06",0.0417586405007408,0.0238957277335264
23,"headphones",25,150,144,0.00151189864231502,"original","06",0.0417586405007408,0.0362056480811007
23,"headphones",26,156,150,0.00148166066946872,"original","06",0.0417586405007408,0.0354815351194786
23,"headphones",27,162,156,0.00151189864231502,"original","06",0.0417586405007408,0.0362056480811007
23,"headphones",28,168,162,0.00151189864231502,"original","06",0.0417586405007408,0.0362056480811007
23,"headphones",29,174,168,0.00151189864231502,"original","06",0.0417586405007408,0.0362056480811007
23,"headphones",30,180,174,0.00117928094100572,"original","06",0.0417586405007408,0.0282404055032585
23,"headphones",31,186,180,0.000967615131081612,"original","06",0.0417586405007408,0.0231716147719044
23,"headphones",32,192,186,0.000876901212542711,"original","06",0.0417586405007408,0.0209992758870384
23,"headphones",33,198,192,0.000937377158235312,"original","06",0.0417586405007408,0.0224475018102824
23,"headphones",34,204,198,0.000967615131081612,"original","06",0.0417586405007408,0.0231716147719044
23,"headphones",35,210,204,0.000952496144658462,"original","06",0.0417586405007408,0.0228095582910934
23,"headphones",36,216,210,0.000892020198965861,"original","06",0.0417586405007408,0.0213613323678494
23,"headphones",37,222,216,0.000997853103927913,"original","06",0.0417586405007408,0.0238957277335264
23,"headphones",38,228,222,0.000876901212542711,"original","06",0.0417586405007408,0.0209992758870384
23,"headphones",39,234,228,0.000982734117504763,"original","06",0.0417586405007408,0.0235336712527154
23,"headphones",40,240,234,0.000876901212542711,"original","06",0.0417586405007408,0.0209992758870384
23,"headphones",41,246,240,0.000922258171812162,"original","06",0.0417586405007408,0.0220854453294714
23,"headphones",42,252,246,0.000997853103927913,"original","06",0.0417586405007408,0.0238957277335264
23,"headphones",43,258,252,0.000922258171812162,"original","06",0.0417586405007408,0.0220854453294714
23,"headphones",44,264,258,0.000967615131081612,"original","06",0.0417586405007408,0.0231716147719044
23,"headphones",45,270,264,0.000377974660578755,"original","06",0.0417586405007408,0.00905141202027516
23,"headphones",46,276,270,0.000393093647001905,"original","06",0.0417586405007408,0.00941346850108617
23,"headphones",47,282,276,0.000393093647001905,"original","06",0.0417586405007408,0.00941346850108617
23,"headphones",48,288,282,0.000393093647001905,"original","06",0.0417586405007408,0.00941346850108617
23,"headphones",49,294,288,0.000559402497656557,"original","06",0.0417586405007408,0.0133960897900072
23,"headphones",50,300,294,0.000423331619848205,"original","06",0.0417586405007408,0.0101375814627082
23,"headphones",51,306,300,0.000332617701309304,"original","06",0.0417586405007408,0.00796524257784214
23,"headphones",52,312,306,0.000347736687732454,"original","06",0.0417586405007408,0.00832729905865315
23,"headphones",53,318,312,0.000423331619848205,"original","06",0.0417586405007408,0.0101375814627082
23,"headphones",54,324,318,0.000362855674155605,"original","06",0.0417586405007408,0.00868935553946416
23,"headphones",55,330,324,0.000377974660578755,"original","06",0.0417586405007408,0.00905141202027516
24,"laptop",1,50,0,0.00188235294117647,"original","06",0.0136470588235294,0.137931034482759
24,"laptop",2,100,50,0.000980392156862745,"original","06",0.0136470588235294,0.0718390804597701
24,"laptop",3,150,100,0.00172549019607843,"original","06",0.0136470588235294,0.126436781609195
24,"laptop",4,200,150,0.0017843137254902,"original","06",0.0136470588235294,0.130747126436782
24,"laptop",5,250,200,0.000862745098039216,"original","06",0.0136470588235294,0.0632183908045977
24,"laptop",6,300,250,0.000627450980392157,"original","06",0.0136470588235294,0.0459770114942529
24,"laptop",7,350,300,0,"original","06",0.0136470588235294,0
24,"laptop",8,400,350,0,"original","06",0.0136470588235294,0
24,"laptop",9,450,400,0,"original","06",0.0136470588235294,0
24,"laptop",10,500,450,3.92156862745098e-05,"original","06",0.0136470588235294,0.0028735632183908
24,"laptop",11,550,500,9.80392156862745e-05,"original","06",0.0136470588235294,0.00718390804597701
24,"laptop",12,600,550,0.000254901960784314,"original","06",0.0136470588235294,0.0186781609195402
24,"laptop",13,650,600,0,"original","06",0.0136470588235294,0
24,"laptop",14,700,650,0.000274509803921569,"original","06",0.0136470588235294,0.0201149425287356
24,"laptop",15,750,700,0,"original","06",0.0136470588235294,0
24,"laptop",16,800,750,0,"original","06",0.0136470588235294,0
24,"laptop",17,850,800,5.88235294117647e-05,"original","06",0.0136470588235294,0.00431034482758621
24,"laptop",18,900,850,0,"original","06",0.0136470588235294,0
24,"laptop",19,950,900,1.96078431372549e-05,"original","06",0.0136470588235294,0.0014367816091954
24,"laptop",20,1000,950,9.80392156862745e-05,"original","06",0.0136470588235294,0.00718390804597701
24,"laptop",21,1050,1000,0,"original","06",0.0136470588235294,0
24,"laptop",22,1100,1050,0.000431372549019608,"original","06",0.0136470588235294,0.0316091954022989
24,"laptop",23,1150,1100,0,"original","06",0.0136470588235294,0
24,"laptop",24,1200,1150,0.000470588235294118,"original","06",0.0136470588235294,0.0344827586206897
24,"laptop",25,1250,1200,0.000450980392156863,"original","06",0.0136470588235294,0.0330459770114943
24,"laptop",26,1300,1250,0.000470588235294118,"original","06",0.0136470588235294,0.0344827586206897
24,"laptop",27,1350,1300,0,"original","06",0.0136470588235294,0
24,"laptop",28,1400,1350,0,"original","06",0.0136470588235294,0
24,"laptop",29,1450,1400,0,"original","06",0.0136470588235294,0
24,"laptop",30,1500,1450,0,"original","06",0.0136470588235294,0
24,"laptop",31,1550,1500,0.000215686274509804,"original","06",0.0136470588235294,0.0158045977011494
24,"laptop",32,1600,1550,0,"original","06",0.0136470588235294,0
24,"laptop",33,1650,1600,0.000352941176470588,"original","06",0.0136470588235294,0.0258620689655172
24,"laptop",34,1700,1650,0.000333333333333333,"original","06",0.0136470588235294,0.0244252873563218
24,"laptop",35,1750,1700,0,"original","06",0.0136470588235294,0
24,"laptop",36,1800,1750,0.000431372549019608,"original","06",0.0136470588235294,0.0316091954022989
24,"laptop",37,1850,1800,0.000372549019607843,"original","06",0.0136470588235294,0.0272988505747126
24,"laptop",38,1900,1850,0,"original","06",0.0136470588235294,0
24,"laptop",39,1950,1900,0,"original","06",0.0136470588235294,0
24,"laptop",40,2000,1950,0,"original","06",0.0136470588235294,0
24,"laptop",41,2050,2000,0.000392156862745098,"original","06",0.0136470588235294,0.028735632183908
24,"laptop",42,2100,2050,0,"original","06",0.0136470588235294,0
24,"laptop",43,2150,2100,0.000137254901960784,"original","06",0.0136470588235294,0.0100574712643678
24,"laptop",44,2200,2150,5.88235294117647e-05,"original","06",0.0136470588235294,0.00431034482758621
24,"laptop",45,2250,2200,0.000215686274509804,"original","06",0.0136470588235294,0.0158045977011494
24,"laptop",46,2300,2250,0.000333333333333333,"original","06",0.0136470588235294,0.0244252873563218
24,"laptop",47,2350,2300,0.000274509803921569,"original","06",0.0136470588235294,0.0201149425287356
24,"laptop",48,2400,2350,0,"original","06",0.0136470588235294,0
24,"laptop",49,2450,2400,0,"original","06",0.0136470588235294,0
24,"laptop",50,2500,2450,0,"original","06",0.0136470588235294,0
25,"headphones",1,6,0,0,"original","06",0.0207734873454084,0
25,"headphones",2,12,6,0,"original","06",0.0207734873454084,0
25,"headphones",3,18,12,0,"original","06",0.0207734873454084,0
25,"headphones",4,24,18,0,"original","06",0.0207734873454084,0
25,"headphones",5,30,24,0,"original","06",0.0207734873454084,0
25,"headphones",6,36,30,0,"original","06",0.0207734873454084,0
25,"headphones",7,42,36,0,"original","06",0.0207734873454084,0
25,"headphones",8,48,42,0,"original","06",0.0207734873454084,0
25,"headphones",9,54,48,0.000105832904962051,"original","06",0.0207734873454084,0.00509461426491994
25,"headphones",10,60,54,0.000196546823500953,"original","06",0.0207734873454084,0.00946142649199418
25,"headphones",11,66,60,0.000211665809924103,"original","06",0.0207734873454084,0.0101892285298399
25,"headphones",12,72,66,0.000377974660578755,"original","06",0.0207734873454084,0.0181950509461427
25,"headphones",13,78,72,0.000589640470502858,"original","06",0.0207734873454084,0.0283842794759825
25,"headphones",14,84,78,0.000604759456926008,"original","06",0.0207734873454084,0.0291120815138282
25,"headphones",15,90,84,0.000695473375464909,"original","06",0.0207734873454084,0.0334788937409025
25,"headphones",16,96,90,0.000861782226119561,"original","06",0.0207734873454084,0.0414847161572052
25,"headphones",17,102,96,0.000982734117504763,"original","06",0.0207734873454084,0.0473071324599709
25,"headphones",18,108,102,0.00117928094100572,"original","06",0.0207734873454084,0.0567685589519651
25,"headphones",19,114,108,0.00123975688669832,"original","06",0.0207734873454084,0.0596797671033479
25,"headphones",20,120,114,0.00133047080523722,"original","06",0.0207734873454084,0.0640465793304221
25,"headphones",21,126,120,0.00140606573735297,"original","06",0.0207734873454084,0.0676855895196507
25,"headphones",22,132,126,0.00151189864231502,"original","06",0.0207734873454084,0.0727802037845706
25,"headphones",23,138,132,0.00143630371019927,"original","06",0.0207734873454084,0.0691411935953421
25,"headphones",24,144,138,0.00130023283239092,"original","06",0.0207734873454084,0.0625909752547307
25,"headphones",25,150,144,0.00120951891385202,"original","06",0.0207734873454084,0.0582241630276565
25,"headphones",26,156,150,0.00111880499531311,"original","06",0.0207734873454084,0.0538573508005822
25,"headphones",27,162,156,0.00101297209035106,"original","06",0.0207734873454084,0.0487627365356623
25,"headphones",28,168,162,0.000892020198965861,"original","06",0.0207734873454084,0.0429403202328967
25,"headphones",29,174,168,0.00075594932115751,"original","06",0.0207734873454084,0.0363901018922853
25,"headphones",30,180,174,0.000604759456926008,"original","06",0.0207734873454084,0.0291120815138282
25,"headphones",31,186,180,0.000362855674155605,"original","06",0.0207734873454084,0.0174672489082969
25,"headphones",32,192,186,0.000272141755616703,"original","06",0.0207734873454084,0.0131004366812227
25,"headphones",33,198,192,0.000151189864231502,"original","06",0.0207734873454084,0.00727802037845706
25,"headphones",34,204,198,7.5594932115751e-05,"original","06",0.0207734873454084,0.00363901018922853
25,"headphones",35,210,204,0,"original","06",0.0207734873454084,0
25,"headphones",36,216,210,0,"original","06",0.0207734873454084,0
25,"headphones",37,222,216,0,"original","06",0.0207734873454084,0
25,"headphones",38,228,222,0,"original","06",0.0207734873454084,0
25,"headphones",39,234,228,0,"original","06",0.0207734873454084,0
25,"headphones",40,240,234,0,"original","06",0.0207734873454084,0
25,"headphones",41,246,240,0,"original","06",0.0207734873454084,0
25,"headphones",42,252,246,0,"original","06",0.0207734873454084,0
25,"headphones",43,258,252,0,"original","06",0.0207734873454084,0
25,"headphones",44,264,258,0,"original","06",0.0207734873454084,0
25,"headphones",45,270,264,0,"original","06",0.0207734873454084,0
25,"headphones",46,276,270,3.02379728463004e-05,"original","06",0.0207734873454084,0.00145560407569141
25,"headphones",47,282,276,0,"original","06",0.0207734873454084,0
25,"headphones",48,288,282,1.51189864231502e-05,"original","06",0.0207734873454084,0.000727802037845706
25,"headphones",49,294,288,3.02379728463004e-05,"original","06",0.0207734873454084,0.00145560407569141
25,"headphones",50,300,294,3.02379728463004e-05,"original","06",0.0207734873454084,0.00145560407569141
25,"headphones",51,306,300,4.53569592694506e-05,"original","06",0.0207734873454084,0.00218340611353712
25,"headphones",52,312,306,4.53569592694506e-05,"original","06",0.0207734873454084,0.00218340611353712
25,"headphones",53,318,312,4.53569592694506e-05,"original","06",0.0207734873454084,0.00218340611353712
25,"headphones",54,324,318,1.51189864231502e-05,"original","06",0.0207734873454084,0.000727802037845706
25,"headphones",55,330,324,3.02379728463004e-05,"original","06",0.0207734873454084,0.00145560407569141
26,"sweater",1,3,0,6.87181319663006e-05,"original","06",0.0146507057352153,0.00469043151969981
26,"sweater",2,6,3,5.49745055730405e-05,"original","06",0.0146507057352153,0.00375234521575985
26,"sweater",3,9,6,5.49745055730405e-05,"original","06",0.0146507057352153,0.00375234521575985
26,"sweater",4,12,9,4.12308791797804e-05,"original","06",0.0146507057352153,0.00281425891181989
26,"sweater",5,15,12,4.12308791797804e-05,"original","06",0.0146507057352153,0.00281425891181989
26,"sweater",6,18,15,0.000274872527865203,"original","06",0.0146507057352153,0.0187617260787993
26,"sweater",7,21,18,0.000302359780651723,"original","06",0.0146507057352153,0.0206378986866792
26,"sweater",8,24,21,0.000302359780651723,"original","06",0.0146507057352153,0.0206378986866792
26,"sweater",9,27,24,0.000687181319663006,"original","06",0.0146507057352153,0.0469043151969981
26,"sweater",10,30,27,0.00134687538653949,"original","06",0.0146507057352153,0.0919324577861163
26,"sweater",11,33,30,0.000989541100314729,"original","06",0.0146507057352153,0.0675422138836773
26,"sweater",12,36,33,0.000989541100314729,"original","06",0.0146507057352153,0.0675422138836773
26,"sweater",13,39,36,0.000962053847528209,"original","06",0.0146507057352153,0.0656660412757974
26,"sweater",14,42,39,0.000948310221134949,"original","06",0.0146507057352153,0.0647279549718574
26,"sweater",15,45,42,0.000934566594741689,"original","06",0.0146507057352153,0.0637898686679175
26,"sweater",16,48,45,0.000907079341955168,"original","06",0.0146507057352153,0.0619136960600375
26,"sweater",17,51,48,0.000687181319663006,"original","06",0.0146507057352153,0.0469043151969981
26,"sweater",18,54,51,0.000687181319663006,"original","06",0.0146507057352153,0.0469043151969981
26,"sweater",19,57,54,0.000687181319663006,"original","06",0.0146507057352153,0.0469043151969981
26,"sweater",20,60,57,0.00129190088096645,"original","06",0.0146507057352153,0.0881801125703565
26,"sweater",21,63,60,0.00103077197949451,"original","06",0.0146507057352153,0.0703564727954972
26,"sweater",22,66,63,0.000755899451629307,"original","06",0.0146507057352153,0.0515947467166979
26,"sweater",23,69,66,4.12308791797804e-05,"original","06",0.0146507057352153,0.00281425891181989
26,"sweater",24,72,69,4.12308791797804e-05,"original","06",0.0146507057352153,0.00281425891181989
26,"sweater",25,75,72,2.74872527865203e-05,"original","06",0.0146507057352153,0.00187617260787993
26,"sweater",26,78,75,1.37436263932601e-05,"original","06",0.0146507057352153,0.000938086303939963
26,"sweater",27,81,78,5.49745055730405e-05,"original","06",0.0146507057352153,0.00375234521575985
26,"sweater",28,84,81,2.74872527865203e-05,"original","06",0.0146507057352153,0.00187617260787993
26,"sweater",29,87,84,4.12308791797804e-05,"original","06",0.0146507057352153,0.00281425891181989
26,"sweater",30,90,87,2.74872527865203e-05,"original","06",0.0146507057352153,0.00187617260787993
26,"sweater",31,93,90,0,"original","06",0.0146507057352153,0
26,"sweater",32,96,93,1.37436263932601e-05,"original","06",0.0146507057352153,0.000938086303939963
26,"sweater",33,99,96,0,"original","06",0.0146507057352153,0
26,"sweater",34,102,99,2.74872527865203e-05,"original","06",0.0146507057352153,0.00187617260787993
26,"sweater",35,105,102,0,"original","06",0.0146507057352153,0
26,"sweater",36,108,105,0,"original","06",0.0146507057352153,0
26,"sweater",37,111,108,1.37436263932601e-05,"original","06",0.0146507057352153,0.000938086303939963
26,"sweater",38,114,111,0,"original","06",0.0146507057352153,0
26,"sweater",39,117,114,1.37436263932601e-05,"original","06",0.0146507057352153,0.000938086303939963
26,"sweater",40,120,117,0,"original","06",0.0146507057352153,0
26,"sweater",41,123,120,0,"original","06",0.0146507057352153,0
26,"sweater",42,126,123,0,"original","06",0.0146507057352153,0
26,"sweater",43,129,126,5.49745055730405e-05,"original","06",0.0146507057352153,0.00375234521575985
26,"sweater",44,132,129,1.37436263932601e-05,"original","06",0.0146507057352153,0.000938086303939963
26,"sweater",45,135,132,0,"original","06",0.0146507057352153,0
26,"sweater",46,138,135,0,"original","06",0.0146507057352153,0
26,"sweater",47,141,138,2.74872527865203e-05,"original","06",0.0146507057352153,0.00187617260787993
26,"sweater",48,144,141,1.37436263932601e-05,"original","06",0.0146507057352153,0.000938086303939963
26,"sweater",49,147,144,0,"original","06",0.0146507057352153,0
26,"sweater",50,150,147,0,"original","06",0.0146507057352153,0
26,"sweater",51,153,150,0,"original","06",0.0146507057352153,0
26,"sweater",52,156,153,0,"original","06",0.0146507057352153,0
26,"sweater",53,159,156,1.37436263932601e-05,"original","06",0.0146507057352153,0.000938086303939963
26,"sweater",54,162,159,0,"original","06",0.0146507057352153,0
26,"sweater",55,165,162,0,"original","06",0.0146507057352153,0
26,"sweater",56,168,165,2.74872527865203e-05,"original","06",0.0146507057352153,0.00187617260787993
26,"sweater",57,171,168,0,"original","06",0.0146507057352153,0
26,"sweater",58,174,171,0,"original","06",0.0146507057352153,0
26,"sweater",59,177,174,0,"original","06",0.0146507057352153,0
26,"sweater",60,180,177,0,"original","06",0.0146507057352153,0
26,"sweater",61,183,180,0,"original","06",0.0146507057352153,0
26,"sweater",62,186,183,0,"original","06",0.0146507057352153,0
26,"sweater",63,189,186,0,"original","06",0.0146507057352153,0
26,"sweater",64,192,189,0,"original","06",0.0146507057352153,0
26,"sweater",65,195,192,0,"original","06",0.0146507057352153,0
26,"sweater",66,198,195,0,"original","06",0.0146507057352153,0
26,"sweater",67,201,198,0,"original","06",0.0146507057352153,0
26,"sweater",68,204,201,5.49745055730405e-05,"original","06",0.0146507057352153,0.00375234521575985
26,"sweater",69,207,204,0,"original","06",0.0146507057352153,0
26,"sweater",70,210,207,0,"original","06",0.0146507057352153,0
26,"sweater",71,213,210,0,"original","06",0.0146507057352153,0
26,"sweater",72,216,213,0,"original","06",0.0146507057352153,0
26,"sweater",73,219,216,0,"original","06",0.0146507057352153,0
26,"sweater",74,222,219,4.12308791797804e-05,"original","06",0.0146507057352153,0.00281425891181989
26,"sweater",75,225,222,1.37436263932601e-05,"original","06",0.0146507057352153,0.000938086303939963
26,"sweater",76,228,225,0,"original","06",0.0146507057352153,0
26,"sweater",77,231,228,0,"original","06",0.0146507057352153,0
26,"sweater",78,234,231,0,"original","06",0.0146507057352153,0
26,"sweater",79,237,234,0,"original","06",0.0146507057352153,0
26,"sweater",80,240,237,0,"original","06",0.0146507057352153,0
27,"headphones",1,6,0,0,"original","06",0.0447824377853709,0
27,"headphones",2,12,6,1.51189864231502e-05,"original","06",0.0447824377853709,0.000337609723160027
27,"headphones",3,18,12,0,"original","06",0.0447824377853709,0
27,"headphones",4,24,18,9.07139185389012e-05,"original","06",0.0447824377853709,0.00202565833896016
27,"headphones",5,30,24,0.000136070877808352,"original","06",0.0447824377853709,0.00303848750844024
27,"headphones",6,36,30,0.000347736687732454,"original","06",0.0447824377853709,0.00776502363268062
27,"headphones",7,42,36,0.000347736687732454,"original","06",0.0447824377853709,0.00776502363268062
27,"headphones",8,48,42,0.000332617701309304,"original","06",0.0447824377853709,0.00742741390952059
27,"headphones",9,54,48,0.000317498714886154,"original","06",0.0447824377853709,0.00708980418636057
27,"headphones",10,60,54,0.000272141755616703,"original","06",0.0447824377853709,0.00607697501688049
27,"headphones",11,66,60,0.000634997429772308,"original","06",0.0447824377853709,0.0141796083727211
27,"headphones",12,72,66,0.000589640470502858,"original","06",0.0447824377853709,0.0131667792032411
27,"headphones",13,78,72,0.000589640470502858,"original","06",0.0447824377853709,0.0131667792032411
27,"headphones",14,84,78,0.00080130628042696,"original","06",0.0447824377853709,0.0178933153274814
27,"headphones",15,90,84,0.00081642526685011,"original","06",0.0447824377853709,0.0182309250506415
27,"headphones",16,96,90,0.000876901212542711,"original","06",0.0447824377853709,0.0195813639432816
27,"headphones",17,102,96,0.000922258171812162,"original","06",0.0447824377853709,0.0205941931127616
27,"headphones",18,108,102,0.000876901212542711,"original","06",0.0447824377853709,0.0195813639432816
27,"headphones",19,114,108,0.000937377158235312,"original","06",0.0447824377853709,0.0209318028359217
27,"headphones",20,120,114,0.000861782226119561,"original","06",0.0447824377853709,0.0192437542201215
27,"headphones",21,126,120,0.000846663239696411,"original","06",0.0447824377853709,0.0189061444969615
27,"headphones",22,132,126,0.00102809107677421,"original","06",0.0447824377853709,0.0229574611748818
27,"headphones",23,138,132,0.00102809107677421,"original","06",0.0447824377853709,0.0229574611748818
27,"headphones",24,144,138,0.00101297209035106,"original","06",0.0447824377853709,0.0226198514517218
27,"headphones",25,150,144,0.000952496144658462,"original","06",0.0447824377853709,0.0212694125590817
27,"headphones",26,156,150,0.000982734117504763,"original","06",0.0447824377853709,0.0219446320054018
27,"headphones",27,162,156,0.000937377158235312,"original","06",0.0447824377853709,0.0209318028359217
27,"headphones",28,168,162,0.00113392398173626,"original","06",0.0447824377853709,0.025320729237002
27,"headphones",29,174,168,0.00101297209035106,"original","06",0.0447824377853709,0.0226198514517218
27,"headphones",30,180,174,0.00104321006319736,"original","06",0.0447824377853709,0.0232950708980419
27,"headphones",31,186,180,0.00130023283239092,"original","06",0.0447824377853709,0.0290344361917623
27,"headphones",32,192,186,0.00128511384596777,"original","06",0.0447824377853709,0.0286968264686023
27,"headphones",33,198,192,0.00120951891385202,"original","06",0.0447824377853709,0.0270087778528022
27,"headphones",34,204,198,0.00111880499531311,"original","06",0.0447824377853709,0.024983119513842
27,"headphones",35,210,204,0.00125487587312147,"original","06",0.0447824377853709,0.0280216070222822
27,"headphones",36,216,210,0.00123975688669832,"original","06",0.0447824377853709,0.0276839972991222
27,"headphones",37,222,216,0.00133047080523722,"original","06",0.0447824377853709,0.0297096556380824
27,"headphones",38,228,222,0.00149677965589187,"original","06",0.0447824377853709,0.0334233625928427
27,"headphones",39,234,228,0.00151189864231502,"original","06",0.0447824377853709,0.0337609723160027
27,"headphones",40,240,234,0.00151189864231502,"original","06",0.0447824377853709,0.0337609723160027
27,"headphones",41,246,240,0.00151189864231502,"original","06",0.0447824377853709,0.0337609723160027
27,"headphones",42,252,246,0.00151189864231502,"original","06",0.0447824377853709,0.0337609723160027
27,"headphones",43,258,252,0.00133047080523722,"original","06",0.0447824377853709,0.0297096556380824
27,"headphones",44,264,258,0.00117928094100572,"original","06",0.0447824377853709,0.0263335584064821
27,"headphones",45,270,264,0.00111880499531311,"original","06",0.0447824377853709,0.024983119513842
27,"headphones",46,276,270,0.00107344803604366,"original","06",0.0447824377853709,0.0239702903443619
27,"headphones",47,282,276,0.00107344803604366,"original","06",0.0447824377853709,0.0239702903443619
27,"headphones",48,288,282,0.00111880499531311,"original","06",0.0447824377853709,0.024983119513842
27,"headphones",49,294,288,0.000665235402618609,"original","06",0.0447824377853709,0.0148548278190412
27,"headphones",50,300,294,0.000650116416195458,"original","06",0.0447824377853709,0.0145172180958812
27,"headphones",51,306,300,9.07139185389012e-05,"original","06",0.0447824377853709,0.00202565833896016
27,"headphones",52,312,306,0.000136070877808352,"original","06",0.0447824377853709,0.00303848750844024
27,"headphones",53,318,312,0.000105832904962051,"original","06",0.0447824377853709,0.00236326806212019
27,"headphones",54,324,318,0.000120951891385202,"original","06",0.0447824377853709,0.00270087778528022
27,"headphones",55,330,324,9.07139185389012e-05,"original","06",0.0447824377853709,0.00202565833896016
28,"laptop",1,50,0,0,"original","06",0.0353529411764706,0
28,"laptop",2,100,50,0,"original","06",0.0353529411764706,0
28,"laptop",3,150,100,0,"original","06",0.0353529411764706,0
28,"laptop",4,200,150,1.96078431372549e-05,"original","06",0.0353529411764706,0.000554631170271769
28,"laptop",5,250,200,0,"original","06",0.0353529411764706,0
28,"laptop",6,300,250,0,"original","06",0.0353529411764706,0
28,"laptop",7,350,300,0,"original","06",0.0353529411764706,0
28,"laptop",8,400,350,0,"original","06",0.0353529411764706,0
28,"laptop",9,450,400,3.92156862745098e-05,"original","06",0.0353529411764706,0.00110926234054354
28,"laptop",10,500,450,0,"original","06",0.0353529411764706,0
28,"laptop",11,550,500,0,"original","06",0.0353529411764706,0
28,"laptop",12,600,550,0,"original","06",0.0353529411764706,0
28,"laptop",13,650,600,0,"original","06",0.0353529411764706,0
28,"laptop",14,700,650,0,"original","06",0.0353529411764706,0
28,"laptop",15,750,700,0,"original","06",0.0353529411764706,0
28,"laptop",16,800,750,0.000450980392156863,"original","06",0.0353529411764706,0.0127565169162507
28,"laptop",17,850,800,0.000431372549019608,"original","06",0.0353529411764706,0.0122018857459789
28,"laptop",18,900,850,0.000450980392156863,"original","06",0.0353529411764706,0.0127565169162507
28,"laptop",19,950,900,0.000509803921568627,"original","06",0.0353529411764706,0.014420410427066
28,"laptop",20,1000,950,0.00105882352941176,"original","06",0.0353529411764706,0.0299500831946755
28,"laptop",21,1050,1000,0.00103921568627451,"original","06",0.0353529411764706,0.0293954520244038
28,"laptop",22,1100,1050,0.00137254901960784,"original","06",0.0353529411764706,0.0388241819190238
28,"laptop",23,1150,1100,0.00145098039215686,"original","06",0.0353529411764706,0.0410427066001109
28,"laptop",24,1200,1150,0.00156862745098039,"original","06",0.0353529411764706,0.0443704936217416
28,"laptop",25,1250,1200,0.00156862745098039,"original","06",0.0353529411764706,0.0443704936217416
28,"laptop",26,1300,1250,0.00158823529411765,"original","06",0.0353529411764706,0.0449251247920133
28,"laptop",27,1350,1300,0.0016078431372549,"original","06",0.0353529411764706,0.0454797559622851
28,"laptop",28,1400,1350,0.00162745098039216,"original","06",0.0353529411764706,0.0460343871325568
28,"laptop",29,1450,1400,0.00158823529411765,"original","06",0.0353529411764706,0.0449251247920133
28,"laptop",30,1500,1450,0.00186274509803922,"original","06",0.0353529411764706,0.0526899611758181
28,"laptop",31,1550,1500,0.00182352941176471,"original","06",0.0353529411764706,0.0515806988352746
28,"laptop",32,1600,1550,0.00186274509803922,"original","06",0.0353529411764706,0.0526899611758181
28,"laptop",33,1650,1600,0.00194117647058824,"original","06",0.0353529411764706,0.0549084858569052
28,"laptop",34,1700,1650,0.00196078431372549,"original","06",0.0353529411764706,0.0554631170271769
28,"laptop",35,1750,1700,0.00196078431372549,"original","06",0.0353529411764706,0.0554631170271769
28,"laptop",36,1800,1750,0.00143137254901961,"original","06",0.0353529411764706,0.0404880754298392
28,"laptop",37,1850,1800,0.00135294117647059,"original","06",0.0353529411764706,0.0382695507487521
28,"laptop",38,1900,1850,0.000980392156862745,"original","06",0.0353529411764706,0.0277315585135885
28,"laptop",39,1950,1900,0.000980392156862745,"original","06",0.0353529411764706,0.0277315585135885
28,"laptop",40,2000,1950,0.000843137254901961,"original","06",0.0353529411764706,0.0238491403216861
28,"laptop",41,2050,2000,0.000627450980392157,"original","06",0.0353529411764706,0.0177481974486966
28,"laptop",42,2100,2050,0.000509803921568627,"original","06",0.0353529411764706,0.014420410427066
28,"laptop",43,2150,2100,0.000372549019607843,"original","06",0.0353529411764706,0.0105379922351636
28,"laptop",44,2200,2150,0.000352941176470588,"original","06",0.0353529411764706,0.00998336106489185
28,"laptop",45,2250,2200,1.96078431372549e-05,"original","06",0.0353529411764706,0.000554631170271769
28,"laptop",46,2300,2250,0,"original","06",0.0353529411764706,0
28,"laptop",47,2350,2300,0,"original","06",0.0353529411764706,0
28,"laptop",48,2400,2350,0,"original","06",0.0353529411764706,0
28,"laptop",49,2450,2400,9.80392156862745e-05,"original","06",0.0353529411764706,0.00277315585135885
28,"laptop",50,2500,2450,0,"original","06",0.0353529411764706,0
