"Iteration","Chain","type","label","dollar_amount","object","value"
32,1,"concrete","endorsement","124","coffee maker",0.720254839793442
33,1,"concrete","endorsement","124","coffee maker",0.755102440862701
34,1,"concrete","endorsement","124","coffee maker",0.774369065819188
35,1,"concrete","endorsement","124","coffee maker",0.774369065819188
36,1,"concrete","endorsement","124","coffee maker",0.732760072892415
37,1,"concrete","endorsement","124","coffee maker",0.732760072892415
38,1,"concrete","endorsement","124","coffee maker",0.732760072892415
39,1,"concrete","endorsement","124","coffee maker",0.740449849469795
40,1,"concrete","endorsement","124","coffee maker",0.740449849469795
41,1,"concrete","endorsement","124","coffee maker",0.65602460247639
42,1,"concrete","endorsement","124","coffee maker",0.65602460247639
43,1,"concrete","endorsement","124","coffee maker",0.750850550797547
44,1,"concrete","endorsement","124","coffee maker",0.727501408853778
45,1,"concrete","endorsement","124","coffee maker",0.728838653656581
46,1,"concrete","endorsement","124","coffee maker",0.728838653656581
47,1,"concrete","endorsement","124","coffee maker",0.728616513535115
48,1,"concrete","endorsement","124","coffee maker",0.728616513535115
49,1,"concrete","endorsement","124","coffee maker",0.726351782072612
50,1,"concrete","endorsement","124","coffee maker",0.758773547596649
1,1,"concrete","endorsement","180","coffee maker",0.634126873284468
2,1,"concrete","endorsement","180","coffee maker",0.634126873284468
3,1,"concrete","endorsement","180","coffee maker",0.634126873284468
4,1,"concrete","endorsement","180","coffee maker",0.634126873284468
5,1,"concrete","endorsement","180","coffee maker",0.639310825963402
6,1,"concrete","endorsement","180","coffee maker",0.789176963608153
7,1,"concrete","endorsement","180","coffee maker",0.768717203104465
8,1,"concrete","endorsement","180","coffee maker",0.768717203104465
9,1,"concrete","endorsement","180","coffee maker",0.768717203104465
10,1,"concrete","endorsement","180","coffee maker",0.780923874458866
11,1,"concrete","endorsement","180","coffee maker",0.759926007661711
12,1,"concrete","endorsement","180","coffee maker",0.796736279571073
13,1,"concrete","endorsement","180","coffee maker",0.815516041107707
14,1,"concrete","endorsement","180","coffee maker",0.725202237895728
15,1,"concrete","endorsement","180","coffee maker",0.725202237895728
16,1,"concrete","endorsement","180","coffee maker",0.745606719566393
17,1,"concrete","endorsement","180","coffee maker",0.745606719566393
18,1,"concrete","endorsement","180","coffee maker",0.760289084490522
19,1,"concrete","endorsement","180","coffee maker",0.760289084490522
20,1,"concrete","endorsement","180","coffee maker",0.760289084490522
21,1,"concrete","endorsement","180","coffee maker",0.760289084490522
22,1,"concrete","endorsement","180","coffee maker",0.760289084490522
23,1,"concrete","endorsement","180","coffee maker",0.786991491901104
24,1,"concrete","endorsement","180","coffee maker",0.786991491901104
25,1,"concrete","endorsement","180","coffee maker",0.792802206865905
26,1,"concrete","endorsement","180","coffee maker",0.837251744447617
27,1,"concrete","endorsement","180","coffee maker",0.843545646670531
28,1,"concrete","endorsement","180","coffee maker",0.684129647342792
29,1,"concrete","endorsement","180","coffee maker",0.734589835182562
30,1,"concrete","endorsement","180","coffee maker",0.75287122394343
31,1,"concrete","endorsement","180","coffee maker",0.797056027199873
32,1,"concrete","endorsement","180","coffee maker",0.776839292271053
33,1,"concrete","endorsement","180","coffee maker",0.805607514484129
34,1,"concrete","endorsement","180","coffee maker",0.821357033877263
35,1,"concrete","endorsement","180","coffee maker",0.821357033877263
36,1,"concrete","endorsement","180","coffee maker",0.78606737532594
37,1,"concrete","endorsement","180","coffee maker",0.78606737532594
38,1,"concrete","endorsement","180","coffee maker",0.78606737532594
39,1,"concrete","endorsement","180","coffee maker",0.792466252687298
40,1,"concrete","endorsement","180","coffee maker",0.792466252687298
41,1,"concrete","endorsement","180","coffee maker",0.719941879765155
42,1,"concrete","endorsement","180","coffee maker",0.719941879765155
43,1,"concrete","endorsement","180","coffee maker",0.800433620448006
44,1,"concrete","endorsement","180","coffee maker",0.780975426149138
45,1,"concrete","endorsement","180","coffee maker",0.782065644728582
46,1,"concrete","endorsement","180","coffee maker",0.782065644728582
47,1,"concrete","endorsement","180","coffee maker",0.781844371459608
48,1,"concrete","endorsement","180","coffee maker",0.781844371459608
49,1,"concrete","endorsement","180","coffee maker",0.779915554553804
50,1,"concrete","endorsement","180","coffee maker",0.807012424260268
1,1,"concrete","endorsement","188","coffee maker",0.703925490476776
2,1,"concrete","endorsement","188","coffee maker",0.703925490476776
3,1,"concrete","endorsement","188","coffee maker",0.703925490476776
4,1,"concrete","endorsement","188","coffee maker",0.703925490476776
5,1,"concrete","endorsement","188","coffee maker",0.708502398502468
6,1,"concrete","endorsement","188","coffee maker",0.837516505885847
7,1,"concrete","endorsement","188","coffee maker",0.821247533542712
8,1,"concrete","endorsement","188","coffee maker",0.821247533542712
9,1,"concrete","endorsement","188","coffee maker",0.821247533542712
10,1,"concrete","endorsement","188","coffee maker",0.829598183704442
11,1,"concrete","endorsement","188","coffee maker",0.810922417910509
12,1,"concrete","endorsement","188","coffee maker",0.840256894961618
13,1,"concrete","endorsement","188","coffee maker",0.855442037011095
14,1,"concrete","endorsement","188","coffee maker",0.779690841152678
15,1,"concrete","endorsement","188","coffee maker",0.779690841152678
16,1,"concrete","endorsement","188","coffee maker",0.798526878447475
17,1,"concrete","endorsement","188","coffee maker",0.798526878447475
18,1,"concrete","endorsement","188","coffee maker",0.81096688385272
19,1,"concrete","endorsement","188","coffee maker",0.81096688385272
20,1,"concrete","endorsement","188","coffee maker",0.81096688385272
21,1,"concrete","endorsement","188","coffee maker",0.81096688385272
22,1,"concrete","endorsement","188","coffee maker",0.81096688385272
23,1,"concrete","endorsement","188","coffee maker",0.832547115034956
24,1,"concrete","endorsement","188","coffee maker",0.832547115034956
25,1,"concrete","endorsement","188","coffee maker",0.837214017775731
26,1,"concrete","endorsement","188","coffee maker",0.872616306213315
27,1,"concrete","endorsement","188","coffee maker",0.876988640200125
28,1,"concrete","endorsement","188","coffee maker",0.741927812606639
29,1,"concrete","endorsement","188","coffee maker",0.785997249940308
30,1,"concrete","endorsement","188","coffee maker",0.801763679070147
31,1,"concrete","endorsement","188","coffee maker",0.838961538830204
32,1,"concrete","endorsement","188","coffee maker",0.821987675078449
33,1,"concrete","endorsement","188","coffee maker",0.845530544974844
34,1,"concrete","endorsement","188","coffee maker",0.858326718681053
35,1,"concrete","endorsement","188","coffee maker",0.858326718681053
36,1,"concrete","endorsement","188","coffee maker",0.828841053617326
37,1,"concrete","endorsement","188","coffee maker",0.828841053617326
38,1,"concrete","endorsement","188","coffee maker",0.828841053617326
39,1,"concrete","endorsement","188","coffee maker",0.834116217457799
40,1,"concrete","endorsement","188","coffee maker",0.834116217457799
41,1,"concrete","endorsement","188","coffee maker",0.772854458269036
42,1,"concrete","endorsement","188","coffee maker",0.772854458269036
43,1,"concrete","endorsement","188","coffee maker",0.840268280984828
44,1,"concrete","endorsement","188","coffee maker",0.824201899240732
45,1,"concrete","endorsement","188","coffee maker",0.825088116588965
46,1,"concrete","endorsement","188","coffee maker",0.825088116588965
47,1,"concrete","endorsement","188","coffee maker",0.82487695394346
48,1,"concrete","endorsement","188","coffee maker",0.82487695394346
49,1,"concrete","endorsement","188","coffee maker",0.823258257611991
50,1,"concrete","endorsement","188","coffee maker",0.845678306333574
1,1,"concrete","endorsement","250","coffee maker",0.780245411967989
2,1,"concrete","endorsement","250","coffee maker",0.780245411967989
3,1,"concrete","endorsement","250","coffee maker",0.780245411967989
4,1,"concrete","endorsement","250","coffee maker",0.780245411967989
5,1,"concrete","endorsement","250","coffee maker",0.78396046374347
6,1,"concrete","endorsement","250","coffee maker",0.8868581248706
7,1,"concrete","endorsement","250","coffee maker",0.875107996633694
8,1,"concrete","endorsement","250","coffee maker",0.875107996633694
9,1,"concrete","endorsement","250","coffee maker",0.875107996633694
10,1,"concrete","endorsement","250","coffee maker",0.88016865596272
11,1,"concrete","endorsement","250","coffee maker",0.86491531407639
12,1,"concrete","endorsement","250","coffee maker",0.886268302346186
13,1,"concrete","endorsement","250","coffee maker",0.897151207131772
14,1,"concrete","endorsement","250","coffee maker",0.838613939485784
15,1,"concrete","endorsement","250","coffee maker",0.838613939485784
16,1,"concrete","endorsement","250","coffee maker",0.854721222646373
17,1,"concrete","endorsement","250","coffee maker",0.854721222646373
18,1,"concrete","endorsement","250","coffee maker",0.864697250565406
19,1,"concrete","endorsement","250","coffee maker",0.864697250565406
20,1,"concrete","endorsement","250","coffee maker",0.864697250565406
21,1,"concrete","endorsement","250","coffee maker",0.864697250565406
22,1,"concrete","endorsement","250","coffee maker",0.864697250565406
23,1,"concrete","endorsement","250","coffee maker",0.880661034157556
24,1,"concrete","endorsement","250","coffee maker",0.880661034157556
25,1,"concrete","endorsement","250","coffee maker",0.884090147172983
26,1,"concrete","endorsement","250","coffee maker",0.909858362909585
27,1,"concrete","endorsement","250","coffee maker",0.912510490948489
28,1,"concrete","endorsement","250","coffee maker",0.807132278508654
29,1,"concrete","endorsement","250","coffee maker",0.84272380356111
30,1,"concrete","endorsement","250","coffee maker",0.855955339872247
31,1,"concrete","endorsement","250","coffee maker",0.884642663335163
32,1,"concrete","endorsement","250","coffee maker",0.871636989719623
33,1,"concrete","endorsement","250","coffee maker",0.889203888064704
34,1,"concrete","endorsement","250","coffee maker",0.898666852143921
35,1,"concrete","endorsement","250","coffee maker",0.898666852143921
36,1,"concrete","endorsement","250","coffee maker",0.876476831142944
37,1,"concrete","endorsement","250","coffee maker",0.876476831142944
38,1,"concrete","endorsement","250","coffee maker",0.876476831142944
39,1,"concrete","endorsement","250","coffee maker",0.880433068729492
40,1,"concrete","endorsement","250","coffee maker",0.880433068729492
41,1,"concrete","endorsement","250","coffee maker",0.833132192763302
42,1,"concrete","endorsement","250","coffee maker",0.833132192763302
43,1,"concrete","endorsement","250","coffee maker",0.884687292033374
44,1,"concrete","endorsement","250","coffee maker",0.872510897619284
45,1,"concrete","endorsement","250","coffee maker",0.873218890239437
46,1,"concrete","endorsement","250","coffee maker",0.873218890239437
47,1,"concrete","endorsement","250","coffee maker",0.873031625335119
48,1,"concrete","endorsement","250","coffee maker",0.873031625335119
49,1,"concrete","endorsement","250","coffee maker",0.871791278133699
50,1,"concrete","endorsement","250","coffee maker",0.888690140389392
1,1,"concrete","endorsement","300","coffee maker",0.831286572471394
2,1,"concrete","endorsement","300","coffee maker",0.831286572471394
3,1,"concrete","endorsement","300","coffee maker",0.831286572471394
4,1,"concrete","endorsement","300","coffee maker",0.831286572471394
5,1,"concrete","endorsement","300","coffee maker",0.834281370755969
6,1,"concrete","endorsement","300","coffee maker",0.916474254736001
7,1,"concrete","endorsement","300","coffee maker",0.907697657977107
8,1,"concrete","endorsement","300","coffee maker",0.907697657977107
9,1,"concrete","endorsement","300","coffee maker",0.907697657977107
10,1,"concrete","endorsement","300","coffee maker",0.911011632512173
11,1,"concrete","endorsement","300","coffee maker",0.898461785640795
12,1,"concrete","endorsement","300","coffee maker",0.914600750561418
13,1,"concrete","endorsement","300","coffee maker",0.922805807761594
14,1,"concrete","endorsement","300","coffee maker",0.876840375627693
15,1,"concrete","endorsement","300","coffee maker",0.876840375627693
16,1,"concrete","endorsement","300","coffee maker",0.890510724653082
17,1,"concrete","endorsement","300","coffee maker",0.890510724653082
18,1,"concrete","endorsement","300","coffee maker",0.898511555441019
19,1,"concrete","endorsement","300","coffee maker",0.898511555441019
20,1,"concrete","endorsement","300","coffee maker",0.898511555441019
21,1,"concrete","endorsement","300","coffee maker",0.898511555441019
22,1,"concrete","endorsement","300","coffee maker",0.898511555441019
23,1,"concrete","endorsement","300","coffee maker",0.910652113649762
24,1,"concrete","endorsement","300","coffee maker",0.910652113649762
25,1,"concrete","endorsement","300","coffee maker",0.913252902942114
26,1,"concrete","endorsement","300","coffee maker",0.932726740303285
27,1,"concrete","endorsement","300","coffee maker",0.93449634814047
28,1,"concrete","endorsement","300","coffee maker",0.851159974327925
29,1,"concrete","endorsement","300","coffee maker",0.879910148482942
30,1,"concrete","endorsement","300","coffee maker",0.890891453441953
31,1,"concrete","endorsement","300","coffee maker",0.913325154339066
32,1,"concrete","endorsement","300","coffee maker",0.903197447464942
33,1,"concrete","endorsement","300","coffee maker",0.916702149222812
34,1,"concrete","endorsement","300","coffee maker",0.92394301342384
35,1,"concrete","endorsement","300","coffee maker",0.92394301342384
36,1,"concrete","endorsement","300","coffee maker",0.906791606751446
37,1,"concrete","endorsement","300","coffee maker",0.906791606751446
38,1,"concrete","endorsement","300","coffee maker",0.906791606751446
39,1,"concrete","endorsement","300","coffee maker",0.909846006784991
40,1,"concrete","endorsement","300","coffee maker",0.909846006784991
41,1,"concrete","endorsement","300","coffee maker",0.872783995725313
42,1,"concrete","endorsement","300","coffee maker",0.872783995725313
43,1,"concrete","endorsement","300","coffee maker",0.913018754211496
44,1,"concrete","endorsement","300","coffee maker",0.903570711357218
45,1,"concrete","endorsement","300","coffee maker",0.904134553979671
46,1,"concrete","endorsement","300","coffee maker",0.904134553979671
47,1,"concrete","endorsement","300","coffee maker",0.903971501165439
48,1,"concrete","endorsement","300","coffee maker",0.903971501165439
49,1,"concrete","endorsement","300","coffee maker",0.903003942672493
50,1,"concrete","endorsement","300","coffee maker",0.916081580572236
1,1,"concrete","endorsement","350","coffee maker",0.8952011291148
2,1,"concrete","endorsement","350","coffee maker",0.8952011291148
3,1,"concrete","endorsement","350","coffee maker",0.8952011291148
4,1,"concrete","endorsement","350","coffee maker",0.8952011291148
5,1,"concrete","endorsement","350","coffee maker",0.897233793308012
6,1,"concrete","endorsement","350","coffee maker",0.955002471612928
7,1,"concrete","endorsement","350","coffee maker",0.949926560785374
8,1,"concrete","endorsement","350","coffee maker",0.949926560785374
9,1,"concrete","endorsement","350","coffee maker",0.949926560785374
10,1,"concrete","endorsement","350","coffee maker",0.951698665428355
11,1,"concrete","endorsement","350","coffee maker",0.943652570882257
12,1,"concrete","endorsement","350","coffee maker",0.953179344467867
13,1,"concrete","endorsement","350","coffee maker",0.956924216113919
14,1,"concrete","endorsement","350","coffee maker",0.927661352498315
15,1,"concrete","endorsement","350","coffee maker",0.927661352498315
16,1,"concrete","endorsement","350","coffee maker",0.937095535331236
17,1,"concrete","endorsement","350","coffee maker",0.937095535331236
18,1,"concrete","endorsement","350","coffee maker",0.943161457948681
19,1,"concrete","endorsement","350","coffee maker",0.943161457948681
20,1,"concrete","endorsement","350","coffee maker",0.943161457948681
21,1,"concrete","endorsement","350","coffee maker",0.943161457948681
22,1,"concrete","endorsement","350","coffee maker",0.943161457948681
23,1,"concrete","endorsement","350","coffee maker",0.950496290900748
24,1,"concrete","endorsement","350","coffee maker",0.950496290900748
25,1,"concrete","endorsement","350","coffee maker",0.952053958959273
26,1,"concrete","endorsement","350","coffee maker",0.963552059563652
27,1,"concrete","endorsement","350","coffee maker",0.964385375123711
28,1,"concrete","endorsement","350","coffee maker",0.911942833848294
29,1,"concrete","endorsement","350","coffee maker",0.930770594417526
30,1,"concrete","endorsement","350","coffee maker",0.939996964491272
31,1,"concrete","endorsement","350","coffee maker",0.953495287822015
32,1,"concrete","endorsement","350","coffee maker",0.947524716221779
33,1,"concrete","endorsement","350","coffee maker",0.955358373028681
34,1,"concrete","endorsement","350","coffee maker",0.959498008568581
35,1,"concrete","endorsement","350","coffee maker",0.959498008568581
36,1,"concrete","endorsement","350","coffee maker",0.95030317338042
37,1,"concrete","endorsement","350","coffee maker",0.95030317338042
38,1,"concrete","endorsement","350","coffee maker",0.95030317338042
39,1,"concrete","endorsement","350","coffee maker",0.952043821881486
40,1,"concrete","endorsement","350","coffee maker",0.952043821881486
41,1,"concrete","endorsement","350","coffee maker",0.930178911666491
42,1,"concrete","endorsement","350","coffee maker",0.930178911666491
43,1,"concrete","endorsement","350","coffee maker",0.953712866565848
44,1,"concrete","endorsement","350","coffee maker",0.948015542254462
45,1,"concrete","endorsement","350","coffee maker",0.948494255901256
46,1,"concrete","endorsement","350","coffee maker",0.948494255901256
47,1,"concrete","endorsement","350","coffee maker",0.948382621016279
48,1,"concrete","endorsement","350","coffee maker",0.948382621016279
49,1,"concrete","endorsement","350","coffee maker",0.947817021789267
50,1,"concrete","endorsement","350","coffee maker",0.955329695422963
1,1,"prior","mu","NA","coffee maker",0.0113338242197682
2,1,"prior","mu","NA","coffee maker",0.0113338242197682
3,1,"prior","mu","NA","coffee maker",0.0113338242197682
4,1,"prior","mu","NA","coffee maker",0.0113338242197682
5,1,"prior","mu","NA","coffee maker",0.0113338242197682
6,1,"prior","mu","NA","coffee maker",0.0113338242197682
7,1,"prior","mu","NA","coffee maker",0.100840839135137
8,1,"prior","mu","NA","coffee maker",0.100840839135137
9,1,"prior","mu","NA","coffee maker",0.100840839135137
10,1,"prior","mu","NA","coffee maker",0.383756415885126
11,1,"prior","mu","NA","coffee maker",0.383756415885126
12,1,"prior","mu","NA","coffee maker",0.383756415885126
13,1,"prior","mu","NA","coffee maker",0.383756415885126
14,1,"prior","mu","NA","coffee maker",0.607732527926593
15,1,"prior","mu","NA","coffee maker",0.607732527926593
16,1,"prior","mu","NA","coffee maker",0.607732527926593
17,1,"prior","mu","NA","coffee maker",0.607732527926593
18,1,"prior","mu","NA","coffee maker",0.607732527926593
19,1,"prior","mu","NA","coffee maker",0.607732527926593
20,1,"prior","mu","NA","coffee maker",0.607732527926593
21,1,"prior","mu","NA","coffee maker",0.607732527926593
22,1,"prior","mu","NA","coffee maker",0.607732527926593
23,1,"prior","mu","NA","coffee maker",0.607732527926593
24,1,"prior","mu","NA","coffee maker",0.607732527926593
25,1,"prior","mu","NA","coffee maker",0.607732527926593
26,1,"prior","mu","NA","coffee maker",0.607732527926593
27,1,"prior","mu","NA","coffee maker",0.607732527926593
28,1,"prior","mu","NA","coffee maker",1.44158200913201
29,1,"prior","mu","NA","coffee maker",1.22836838604634
30,1,"prior","mu","NA","coffee maker",1.22836838604634
31,1,"prior","mu","NA","coffee maker",1.22836838604634
32,1,"prior","mu","NA","coffee maker",1.45614948268872
33,1,"prior","mu","NA","coffee maker",1.45614948268872
34,1,"prior","mu","NA","coffee maker",1.45614948268872
35,1,"prior","mu","NA","coffee maker",1.45614948268872
36,1,"prior","mu","NA","coffee maker",1.69812635059308
37,1,"prior","mu","NA","coffee maker",1.69812635059308
38,1,"prior","mu","NA","coffee maker",1.69812635059308
39,1,"prior","mu","NA","coffee maker",1.69812635059308
40,1,"prior","mu","NA","coffee maker",1.69812635059308
41,1,"prior","mu","NA","coffee maker",2.05498415103607
42,1,"prior","mu","NA","coffee maker",2.05498415103607
43,1,"prior","mu","NA","coffee maker",2.05498415103607
44,1,"prior","mu","NA","coffee maker",2.05498415103607
45,1,"prior","mu","NA","coffee maker",2.05498415103607
46,1,"prior","mu","NA","coffee maker",2.05498415103607
47,1,"prior","mu","NA","coffee maker",2.05498415103607
48,1,"prior","mu","NA","coffee maker",2.05498415103607
49,1,"prior","mu","NA","coffee maker",2.06549838744783
50,1,"prior","mu","NA","coffee maker",2.06549838744783
1,1,"prior","sigma","NA","coffee maker",1.51839097461745
2,1,"prior","sigma","NA","coffee maker",1.51839097461745
3,1,"prior","sigma","NA","coffee maker",1.51839097461745
4,1,"prior","sigma","NA","coffee maker",1.51839097461745
5,1,"prior","sigma","NA","coffee maker",1.51839097461745
6,1,"prior","sigma","NA","coffee maker",1.51839097461745
7,1,"prior","sigma","NA","coffee maker",1.51839097461745
8,1,"prior","sigma","NA","coffee maker",1.51839097461745
9,1,"prior","sigma","NA","coffee maker",1.51839097461745
10,1,"prior","sigma","NA","coffee maker",1.51839097461745
11,1,"prior","sigma","NA","coffee maker",1.51839097461745
12,1,"prior","sigma","NA","coffee maker",1.51839097461745
13,1,"prior","sigma","NA","coffee maker",1.51839097461745
14,1,"prior","sigma","NA","coffee maker",1.61108345453501
15,1,"prior","sigma","NA","coffee maker",1.61108345453501
16,1,"prior","sigma","NA","coffee maker",1.61108345453501
17,1,"prior","sigma","NA","coffee maker",1.61108345453501
18,1,"prior","sigma","NA","coffee maker",1.61108345453501
19,1,"prior","sigma","NA","coffee maker",1.61108345453501
20,1,"prior","sigma","NA","coffee maker",1.61108345453501
21,1,"prior","sigma","NA","coffee maker",1.61108345453501
22,1,"prior","sigma","NA","coffee maker",1.61108345453501
23,1,"prior","sigma","NA","coffee maker",1.61108345453501
24,1,"prior","sigma","NA","coffee maker",1.61108345453501
25,1,"prior","sigma","NA","coffee maker",1.61108345453501
26,1,"prior","sigma","NA","coffee maker",1.61108345453501
27,1,"prior","sigma","NA","coffee maker",1.70344288428717
28,1,"prior","sigma","NA","coffee maker",1.70344288428717
29,1,"prior","sigma","NA","coffee maker",1.70344288428717
30,1,"prior","sigma","NA","coffee maker",1.70344288428717
31,1,"prior","sigma","NA","coffee maker",1.59140642522075
32,1,"prior","sigma","NA","coffee maker",1.59140642522075
33,1,"prior","sigma","NA","coffee maker",1.59140642522075
34,1,"prior","sigma","NA","coffee maker",1.59140642522075
35,1,"prior","sigma","NA","coffee maker",1.59140642522075
36,1,"prior","sigma","NA","coffee maker",1.59140642522075
37,1,"prior","sigma","NA","coffee maker",1.59140642522075
38,1,"prior","sigma","NA","coffee maker",1.59140642522075
39,1,"prior","sigma","NA","coffee maker",1.59140642522075
40,1,"prior","sigma","NA","coffee maker",1.59140642522075
41,1,"prior","sigma","NA","coffee maker",1.59140642522075
42,1,"prior","sigma","NA","coffee maker",1.59140642522075
43,1,"prior","sigma","NA","coffee maker",1.59140642522075
44,1,"prior","sigma","NA","coffee maker",1.59140642522075
45,1,"prior","sigma","NA","coffee maker",1.59140642522075
46,1,"prior","sigma","NA","coffee maker",1.59140642522075
47,1,"prior","sigma","NA","coffee maker",1.59140642522075
48,1,"prior","sigma","NA","coffee maker",1.59140642522075
49,1,"prior","sigma","NA","coffee maker",1.59140642522075
50,1,"prior","sigma","NA","coffee maker",1.59140642522075
1,1,"concrete","endorsement","30","watch",0.00121311336256454
2,1,"concrete","endorsement","30","watch",0.00256080455024566
3,1,"concrete","endorsement","30","watch",0.00256080455024566
4,1,"concrete","endorsement","30","watch",0.00256080455024566
5,1,"concrete","endorsement","30","watch",0.00937321070297275
6,1,"concrete","endorsement","30","watch",0.00521270275700386
7,1,"concrete","endorsement","30","watch",0.00521270275700386
8,1,"concrete","endorsement","30","watch",0.0194729336557188
9,1,"concrete","endorsement","30","watch",0.03079257499375
10,1,"concrete","endorsement","30","watch",0.0653460304691387
11,1,"concrete","endorsement","30","watch",0.0642489467595966
12,1,"concrete","endorsement","30","watch",0.0911322067821286
13,1,"concrete","endorsement","30","watch",0.0796247193408006
14,1,"concrete","endorsement","30","watch",0.0824086417656195
15,1,"concrete","endorsement","30","watch",0.0639511710624221
16,1,"concrete","endorsement","30","watch",0.0640103765941292
17,1,"concrete","endorsement","30","watch",0.0640103765941292
18,1,"concrete","endorsement","30","watch",0.062880779516047
19,1,"concrete","endorsement","30","watch",0.062880779516047
20,1,"concrete","endorsement","30","watch",0.0495767912118839
21,1,"concrete","endorsement","30","watch",0.0495767912118839
22,1,"concrete","endorsement","30","watch",0.0495767912118839
23,1,"concrete","endorsement","30","watch",0.0627586096544842
24,1,"concrete","endorsement","30","watch",0.0627586096544842
25,1,"concrete","endorsement","30","watch",0.0662736753153535
26,1,"concrete","endorsement","30","watch",0.105285262536669
27,1,"concrete","endorsement","30","watch",0.115708121593925
28,1,"concrete","endorsement","30","watch",0.107715454139486
29,1,"concrete","endorsement","30","watch",0.107715454139486
30,1,"concrete","endorsement","30","watch",0.107648920047329
31,1,"concrete","endorsement","30","watch",0.107648920047329
32,1,"concrete","endorsement","30","watch",0.130444807699853
33,1,"concrete","endorsement","30","watch",0.164541902783293
34,1,"concrete","endorsement","30","watch",0.187919644286487
35,1,"concrete","endorsement","30","watch",0.187919644286487
36,1,"concrete","endorsement","30","watch",0.190585924437446
37,1,"concrete","endorsement","30","watch",0.133730255847417
38,1,"concrete","endorsement","30","watch",0.133730255847417
39,1,"concrete","endorsement","30","watch",0.0620969212861748
40,1,"concrete","endorsement","30","watch",0.0620969212861748
41,1,"concrete","endorsement","30","watch",0.0620969212861748
42,1,"concrete","endorsement","30","watch",0.0620969212861748
43,1,"concrete","endorsement","30","watch",0.190691937858658
44,1,"concrete","endorsement","30","watch",0.171824916034476
45,1,"concrete","endorsement","30","watch",0.104236392033143
46,1,"concrete","endorsement","30","watch",0.104236392033143
47,1,"concrete","endorsement","30","watch",0.108206803233766
48,1,"concrete","endorsement","30","watch",0.108206803233766
49,1,"concrete","endorsement","30","watch",0.108206803233766
50,1,"concrete","endorsement","30","watch",0.134350812133281
1,1,"concrete","endorsement","50","watch",0.00194034729619075
2,1,"concrete","endorsement","50","watch",0.00421026024002221
3,1,"concrete","endorsement","50","watch",0.00421026024002221
4,1,"concrete","endorsement","50","watch",0.00421026024002221
5,1,"concrete","endorsement","50","watch",0.0161014623075651
6,1,"concrete","endorsement","50","watch",0.010769070823297
7,1,"concrete","endorsement","50","watch",0.010769070823297
8,1,"concrete","endorsement","50","watch",0.0429960330076123
9,1,"concrete","endorsement","50","watch",0.0690733649436953
10,1,"concrete","endorsement","50","watch",0.135510350121664
11,1,"concrete","endorsement","50","watch",0.131031215302383
12,1,"concrete","endorsement","50","watch",0.176608596772615
13,1,"concrete","endorsement","50","watch",0.141210643862172
14,1,"concrete","endorsement","50","watch",0.146040766301297
15,1,"concrete","endorsement","50","watch",0.113990588448874
16,1,"concrete","endorsement","50","watch",0.115922451454157
17,1,"concrete","endorsement","50","watch",0.115922451454157
18,1,"concrete","endorsement","50","watch",0.117527210117359
19,1,"concrete","endorsement","50","watch",0.117527210117359
20,1,"concrete","endorsement","50","watch",0.0929672249662747
21,1,"concrete","endorsement","50","watch",0.0929672249662747
22,1,"concrete","endorsement","50","watch",0.0929672249662747
23,1,"concrete","endorsement","50","watch",0.114989522461075
24,1,"concrete","endorsement","50","watch",0.114989522461075
25,1,"concrete","endorsement","50","watch",0.120717690012422
26,1,"concrete","endorsement","50","watch",0.180798263470038
27,1,"concrete","endorsement","50","watch",0.19119780622933
28,1,"concrete","endorsement","50","watch",0.178802669571419
29,1,"concrete","endorsement","50","watch",0.178802669571419
30,1,"concrete","endorsement","50","watch",0.186684818110875
31,1,"concrete","endorsement","50","watch",0.186684818110875
32,1,"concrete","endorsement","50","watch",0.21859897368459
33,1,"concrete","endorsement","50","watch",0.263487241412516
34,1,"concrete","endorsement","50","watch",0.292610965869714
35,1,"concrete","endorsement","50","watch",0.292610965869714
36,1,"concrete","endorsement","50","watch",0.299948729705053
37,1,"concrete","endorsement","50","watch",0.221118222892158
38,1,"concrete","endorsement","50","watch",0.221118222892158
39,1,"concrete","endorsement","50","watch",0.108377115368155
40,1,"concrete","endorsement","50","watch",0.108377115368155
41,1,"concrete","endorsement","50","watch",0.108377115368155
42,1,"concrete","endorsement","50","watch",0.108377115368155
43,1,"concrete","endorsement","50","watch",0.292716228676934
44,1,"concrete","endorsement","50","watch",0.268189750668904
45,1,"concrete","endorsement","50","watch",0.17103828871343
46,1,"concrete","endorsement","50","watch",0.17103828871343
47,1,"concrete","endorsement","50","watch",0.177061814267005
48,1,"concrete","endorsement","50","watch",0.177061814267005
49,1,"concrete","endorsement","50","watch",0.177061814267005
50,1,"concrete","endorsement","50","watch",0.212491515513578
1,1,"concrete","endorsement","60","watch",0.00261571611220113
2,1,"concrete","endorsement","60","watch",0.00577384498949789
3,1,"concrete","endorsement","60","watch",0.00577384498949789
4,1,"concrete","endorsement","60","watch",0.00577384498949789
5,1,"concrete","endorsement","60","watch",0.0227036498874329
6,1,"concrete","endorsement","60","watch",0.0164970984569921
7,1,"concrete","endorsement","60","watch",0.0164970984569921
8,1,"concrete","endorsement","60","watch",0.068637263045663
9,1,"concrete","endorsement","60","watch",0.110050694123467
10,1,"concrete","endorsement","60","watch",0.202069723633079
11,1,"concrete","endorsement","60","watch",0.193961378775186
